Ver. 2010.09,unit,Town,Lat. ,Long. ,Trees,Beech,Maples,Birches,Ashs,Hemlock,Basswood,Elms,Pines,Hickories,Spruces,Fir,Cedar,Oaks,Chestnut,Ironwoods,Poplars,Tamarack,Cherries,Chamae'is,Nyssa,Juglans ,Buttonwood,Liriodendron ,Magnolia
ME,%,Temiscouta & T19R11,47.34,-69.14,103,0.116504854,0.019417476,0.233009709,0,0,0,0,0,0,0.203883495,0.291262136,0.126213592,0,0,0,0.009708738,0,0,0,0,0,0,0,0
ME,%,T17R13,47.1615,-69.4455,56,0.017857143,0.035714286,0.160714286,0,0,0,0,0,0,0.160714286,0.392857143,0.142857143,0,0,0,0.089285714,0,0,0,0,0,0,0,0
ME,%,T17R3,47.151,-68.135,75,0.12,0.106666667,0.066666667,0,0.013333333,0,0,0,0,0.213333333,0.226666667,0.253333333,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T17R7,47.15,-68.599,70,0.185714286,0.085714286,0.214285714,0.014285714,0,0,0.014285714,0.028571429,0,0.114285714,0.2,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T17R5,47.143,-68.379,98,0.081632653,0.112244898,0.081632653,0,0.010204082,0,0,0.030612245,0,0.255102041,0.234693878,0.183673469,0,0,0,0.010204082,0,0,0,0,0,0,0,0
ME,%,T17R11 & T17R9,47.14,-69.03,89,0.056179775,0.056179775,0.213483146,0,0,0,0.011235955,0.02247191,0,0.134831461,0.303370787,0.123595506,0,0,0.011235955,0.02247191,0,0,0,0,0,0,0,0
ME,%,VanBuren(TGR1)-Cyr(TLR2)-Hamlin (TMR2),47.11,-67.94,74,0.040540541,0.054054054,0.135135135,0.013513514,0.013513514,0,0,0,0,0.391891892,0.175675676,0.148648649,0,0,0.013513514,0,0,0,0,0,0,0,0,0
ME,%,T15R13-15,46.98,-69.49,96,0.0625,0.072916667,0.177083333,0,0,0,0,0.020833333,0,0.25,0.166666667,0.177083333,0,0,0,0.052083333,0,0,0,0,0,0,0,0
ME,%,New Sweden  (T15R3 WELS),46.97846,-68.13091,420,0.104761905,0.075650118,0.156028369,0.007092199,0.004728132,0,0.016548463,0.002364066,0,0.208037825,0.196217494,0.208037825,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T15R11,46.976,-69.139,58,0.068965517,0.068965517,0.206896552,0,0,0,0,0,0,0.137931034,0.24137931,0.275862069,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T15R9,46.974,-68.887,61,0.131147541,0.081967213,0.163934426,0,0,0,0,0,0,0.229508197,0.196721311,0.180327869,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T15R7,46.964,-68.6166,51,0.196078431,0.098039216,0.117647059,0.019607843,0,0,0,0.019607843,0,0.137254902,0.254901961,0.156862745,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T13-15R5,46.91,-68.38,84,0.05952381,0.071428571,0.202380952,0.023809524,0.011904762,0,0,0.011904762,0,0.226190476,0.202380952,0.19047619,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Connor(TKR2)-Caswell (TFR1)-nCarib(TJR2)-Limestone (TER1),46.85,-67.93,51,0.098039216,0.156862745,0.254901961,0.019607843,0,0,0,0,0,0.117647059,0.215686275,0.137254902,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T13R15,46.8055,-69.672,68,0.014705882,0.029411765,0.220588235,0,0,0,0,0.029411765,0,0.235294118,0.279411765,0.191176471,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T13R13,46.8,-69.41,55,0.127272727,0.127272727,0.109090909,0.036363636,0,0,0,0.018181818,0,0.236363636,0.181818182,0.163636364,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T13R9,46.795,-68.886,51,0.039215686,0.039215686,0.196078431,0,0,0,0,0,0,0.254901961,0.254901961,0.215686275,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T13R7,46.7945,-68.624,49,0.06122449,0.06122449,0.204081633,0.040816327,0.06122449,0,0,0,0,0.204081633,0.081632653,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T13R11,46.793,-69.155,51,0.039215686,0.137254902,0.215686275,0,0,0,0,0,0,0.294117647,0.176470588,0.117647059,0,0,0,0.019607843,0,0,0,0,0,0,0,0
ME,%,T13R3,46.789,-68.122,49,0.12244898,0.081632653,0.265306122,0,0.020408163,0,0,0,0,0.040816327,0.224489796,0.224489796,0,0,0,0,0.020408163,0,0,0,0,0,0,0
ME,%,T12R4 WELS (Castle Hill) ,46.7009,-68.2394,71,0.070422535,0.014084507,0.169014085,0,0.028169014,0,0,0,0,0.126760563,0.23943662,0.338028169,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T11R11,46.615,-69.14,53,0.037735849,0.018867925,0.283018868,0,0,0,0,0,0,0.264150943,0.339622642,0.056603774,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Chapman & T11R3 WELS,46.61415,-68.10668,142,0.070422535,0.063380282,0.049295775,0.035211268,0.035211268,0,0.021126761,0.007042254,0,0.14084507,0.373239437,0.176056338,0,0,0,0.014084507,0.007042254,0,0,0,0,0,0,0
ME,%,T11R13,46.6097,-69.4045,53,0,0.037735849,0.20754717,0,0,0,0,0,0,0.188679245,0.301886792,0.245283019,0,0,0,0.018867925,0,0,0,0,0,0,0,0
ME,%,T11R15/16,46.607,-69.682,51,0.019607843,0.058823529,0.117647059,0.019607843,0,0,0,0.039215686,0,0.274509804,0.176470588,0.294117647,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T11R9,46.606,-68.889,46,0.086956522,0,0.304347826,0,0.02173913,0,0,0,0,0.260869565,0.152173913,0.152173913,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T11R5,46.606,-68.364,51,0.058823529,0.039215686,0.156862745,0.019607843,0,0,0,0,0,0.274509804,0.352941176,0.078431373,0,0,0.019607843,0,0,0,0,0,0,0,0,0
ME,%,T11R7,46.604,-68.621,59,0.152542373,0.169491525,0.186440678,0.050847458,0,0,0,0,0,0.101694915,0.237288136,0.101694915,0,0,0,0,0,0,0,0,0,0,0,0
ME,%, Easton(TCR1)- Westfield  & vic. ,46.58,-67.92,68,0.235294118,0.161764706,0.088235294,0,0.014705882,0,0,0,0,0.102941176,0.294117647,0.088235294,0,0,0.014705882,0,0,0,0,0,0,0,0,0
ME,%,T9R15,46.439,-69.666,73,0.01369863,0.082191781,0.136986301,0,0,0,0,0,0,0.342465753,0.178082192,0.191780822,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T9R13,46.439,-69.403,59,0.033898305,0.06779661,0.118644068,0.016949153,0,0,0,0.016949153,0,0.271186441,0.186440678,0.254237288,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T9R9,46.439,-68.886,49,0.102040816,0.12244898,0.142857143,0,0.020408163,0,0,0.020408163,0,0.163265306,0.244897959,0.183673469,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T9R11,46.437,-69.147,52,0.076923077,0.076923077,0.230769231,0,0.019230769,0,0,0,0,0.153846154,0.25,0.153846154,0,0,0,0.019230769,0,0,0,0,0,0,0,0
ME,%,T9R17,46.436,-69.918,69,0.014492754,0.043478261,0.057971014,0.014492754,0,0,0.028985507,0.014492754,0,0.376811594,0.101449275,0.217391304,0,0,0,0.014492754,0.057971014,0,0,0,0,0,0,0
ME,%,T9R7,46.431,-68.641,47,0.085106383,0.063829787,0.212765957,0.042553191,0,0,0.042553191,0.021276596,0,0.14893617,0.191489362,0.191489362,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T9R3,46.425,-68.108,57,0.140350877,0.070175439,0.087719298,0.035087719,0.070175439,0,0,0.01754386,0,0.280701754,0.157894737,0.105263158,0,0,0,0,0.01754386,0,0,0,0,0,0,0
ME,%,T9R5 & T7R5,46.36,-68.37,84,0.130952381,0.107142857,0.166666667,0.047619048,0,0,0,0,0,0.321428571,0.095238095,0.095238095,0,0,0,0,0.023809524,0,0,0,0,0,0,0
ME,%,Fram. Acad-Monticello-Littleton-Williams Coll ,46.27,-67.845,49,0.040816327,0.183673469,0.163265306,0.020408163,0.081632653,0,0,0.020408163,0,0.142857143,0.183673469,0.163265306,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T7R19,46.263,-70.174,49,0,0.163265306,0.163265306,0.020408163,0,0,0,0,0,0.306122449,0.163265306,0.163265306,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T7R15,46.26,-69.66,83,0.024096386,0.168674699,0.204819277,0.036144578,0.036144578,0,0,0.024096386,0,0.204819277,0.168674699,0.084337349,0,0,0.012048193,0,0,0,0,0,0,0,0,0
ME,%,T7R17,46.259,-69.902,62,0,0.064516129,0.161290323,0,0,0,0,0.016129032,0,0.451612903,0.225806452,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T7R11,46.258,-69.144,56,0.017857143,0.125,0.071428571,0.053571429,0,0,0,0.035714286,0,0.125,0.321428571,0.196428571,0,0,0,0.017857143,0,0,0,0,0,0,0,0
ME,%,T7R13,46.256,-69.416,62,0.032258065,0.016129032,0.177419355,0.016129032,0,0,0,0.032258065,0,0.306451613,0.241935484,0.14516129,0,0,0,0,0.016129032,0,0,0,0,0,0,0
ME,%,T7R7-9,46.24,-68.77,71,0.070422535,0.070422535,0.084507042,0,0.042253521,0,0,0.042253521,0,0.154929577,0.197183099,0.295774648,0,0,0.014084507,0,0.014084507,0,0,0,0,0,0,0
ME,%,T7R3 & T5R3 &T4R3,46.15,-68.14,99,0.232323232,0.070707071,0.050505051,0.050505051,0.101010101,0,0,0.03030303,0,0.171717172,0.131313131,0.121212121,0,0,0,0,0.02020202,0,0,0,0,0,0,0
ME,%,T5R9,46.083,-68.879,50,0.1,0.08,0.16,0,0.02,0,0,0,0,0.32,0.12,0.16,0,0,0,0,0.02,0,0,0,0,0,0,0
ME,%,T5R17,46.08,-69.921,51,0,0.137254902,0.137254902,0.019607843,0,0,0,0,0,0.333333333,0.176470588,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T5R13,46.08,-69.405,52,0,0.057692308,0.230769231,0.057692308,0,0,0,0.019230769,0,0.153846154,0.326923077,0.115384615,0,0,0,0.019230769,0.019230769,0,0,0,0,0,0,0
ME,%,T5R7 & T5R5,46.08,-68.48,82,0.280487805,0.097560976,0.170731707,0.024390244,0.036585366,0,0,0.012195122,0,0.134146341,0.06097561,0.158536585,0,0,0.012195122,0,0.012195122,0,0,0,0,0,0,0
ME,%,T5R19/20,46.075,-70.18,74,0.040540541,0.094594595,0.283783784,0,0,0,0,0.013513514,0,0.391891892,0.135135135,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T5R15,46.07,-69.666,67,0.014925373,0.164179104,0.179104478,0.029850746,0,0,0,0.059701493,0,0.28358209,0.194029851,0.044776119,0,0,0,0.014925373,0,0,0,0,0,0,0,0
ME,%,T3R11 & T5R11,46,-69.14,89,0.06741573,0.06741573,0.123595506,0.011235955,0.033707865,0,0,0.056179775,0,0.348314607,0.146067416,0.112359551,0,0,0,0,0.02247191,0.011235955,0,0,0,0,0,0
ME,%,TA R2 WELS,45.97,-67.98,109,0.110091743,0.055045872,0.165137615,0.036697248,0.073394495,0,0,0.018348624,0,0.220183486,0.146788991,0.146788991,0,0,0.018348624,0,0,0,0,0,0,0,0,0
ME,%,Hammond & Dole Bk. ,45.933,-70.156,59,0.033898305,0.033898305,0.203389831,0.016949153,0,0,0,0.06779661,0,0.355932203,0.186440678,0.06779661,0,0,0,0.016949153,0,0,0,0,0,0,0,0
ME,%,"Cary, Amity,Orient",45.9,-67.85,614,0.167752443,0.076547231,0.09771987,0.021172638,0.091205212,0.008143322,0,0.004885993,0,0.241042345,0.138436482,0.109120521,0,0,0.008143322,0.001628664,0.016286645,0,0,0,0,0,0,0
ME,%,T3R5,45.897,-68.365,50,0.28,0.14,0.08,0.02,0.06,0,0,0.02,0,0.12,0.1,0.12,0,0,0.04,0,0,0,0,0,0,0,0,0
ME,%,Stacyville (T3R6 WELS)  ,45.89597,-68.4966,48,0.229166667,0.12244898,0.163265306,0,0.040816327,0,0,0,0,0.163265306,0.081632653,0.12244898,0,0,0,0,0.020408163,0,0,0,0,0,0,0
ME,%,T3R13 WELS,45.8796,-69.40497,151,0.079470199,0.079470199,0.145695364,0.026490066,0.059602649,0.006622517,0,0.01986755,0,0.251655629,0.132450331,0.178807947,0,0,0,0,0.006622517,0,0,0,0,0,0,0
ME,%,Twp. W (Moosehead Lake) ,45.84,-69.74,60,0.066666667,0.083333333,0.3,0.033333333,0,0,0.016666667,0.016666667,0,0.183333333,0.083333333,0.133333333,0,0,0,0.066666667,0,0,0,0,0,0,0,0
ME,%,Silver Ridge (T2 R5 WELS),45.80767,-68.3267,124,0.338709677,0.137096774,0.056451613,0.040322581,0.112903226,0,0,0,0,0.120967742,0.024193548,0.169354839,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,T2R13 & TXR14 WELS,45.7981,-69.4196,213,0.117370892,0.093896714,0.0657277,0.014084507,0.037558685,0,0,0.004694836,0,0.319248826,0.192488263,0.131455399,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Soldiertown comp ,45.7946,-69.9821,138,0.043478261,0.072463768,0.253623188,0.014492754,0,0,0,0.028985507,0,0.224637681,0.202898551,0.130434783,0,0,0,0.007246377,0.007246377,0.014492754,0,0,0,0,0,0
ME,%,T1R7,45.721,-68.629,50,0.18,0.06,0.14,0,0.08,0,0,0.02,0,0.2,0.02,0.16,0,0,0,0.08,0.02,0,0,0,0,0,0,0
ME,%,"Reed, Glenwood, Haynesville",45.71,-68.07,135,0.192592593,0.096296296,0.103703704,0.007407407,0.125925926,0.014814815,0,0.022222222,0,0.251851852,0.081481481,0.096296296,0,0,0,0,0.007407407,0,0,0,0,0,0,0
ME,%,T1R13 & TAR13,45.702,-69.38,70,0.114285714,0.042857143,0.214285714,0.014285714,0.014285714,0,0,0.028571429,0,0.385714286,0.042857143,0.1,0,0,0,0,0.028571429,0,0,0,0,0,0,0
ME,%,T1R11 & TAR11,45.702,-69.128,51,0.137254902,0.039215686,0.235294118,0.019607843,0.058823529,0,0,0,0,0.31372549,0.078431373,0.039215686,0,0,0,0,0.019607843,0,0,0,0,0,0,0
ME,%,T1R5 & Molunkus,45.676,-68.374,53,0.20754717,0.056603774,0.188679245,0.037735849,0.113207547,0,0,0.075471698,0,0.132075472,0.056603774,0.132075472,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Rockwood ,45.64,-69.87,131,0.06870229,0.167938931,0.13740458,0.045801527,0.015267176,0,0,0.038167939,0,0.167938931,0.145038168,0.183206107,0,0,0,0.015267176,0,0,0,0,0,0,0,0
ME,%,Long Pond (T3R1 NBKP) ,45.63,-70.08,281,0.053380783,0.071174377,0.220640569,0,0,0,0,0.021352313,0,0.40569395,0.131672598,0.056939502,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Jackman (T4R1 NBKP),45.60645,-70.18909,209,0.028708134,0.133971292,0.234449761,0.004784689,0.004784689,0,0,0,0,0.377990431,0.114832536,0.071770335,0,0,0.004784689,0.004784689,0,0,0,0,0,0,0,0
ME,%,Holeb & Lowell,45.56,-70.52,81,0.012345679,0.098765432,0.222222222,0,0.012345679,0,0,0,0,0.432098765,0.12345679,0.061728395,0,0,0,0,0.037037037,0,0,0,0,0,0,0
ME,%,Ind. Twps. #1&2 (Woodsville/Mattamkaeg),45.538233,-68.3705,63,0.19047619,0.142857143,0.126984127,0,0.095238095,0,0,0.047619048,0,0.222222222,0.015873016,0.111111111,0.015873016,0,0,0,0,0,0,0,0,0,0,0
ME,%,Bowdoin College Grant NWP ,45.51,-69.37,47,0.127659574,0.085106383,0.234042553,0,0.063829787,0,0,0.021276596,0,0.276595745,0.085106383,0.042553191,0,0,0,0.063829787,0,0,0,0,0,0,0,0
ME,%,Winn (T4R4 ESR Pen Riv),45.471,-68.345,136,0.205882353,0.117647059,0.080882353,0.029411765,0.169117647,0.014705882,0,0.014705882,0,0.183823529,0.029411765,0.147058824,0.007352941,0,0,0,0,0,0,0,0,0,0,0
ME,%,Kossuth (T7R2 NBPP) all,45.43313,-67.92417,296,0.27027027,0.087837838,0.125,0.006756757,0.043918919,0,0.006756757,0.02027027,0,0.283783784,0.02027027,0.077702703,0,0,0,0.003378378,0.050675676,0,0,0,0,0,0,0
ME,%,Kibby (T1R6 WBKP) comp,45.3618,-70.5538,70,0.057142857,0.1,0.114285714,0.014285714,0,0,0,0.014285714,0,0.414285714,0.214285714,0.042857143,0,0,0,0.014285714,0,0,0,0,0,0,0,0
ME,%,Waite (T2 R2),45.3563,-67.63225,122,0.270491803,0.032786885,0.18852459,0.032786885,0.155737705,0,0,0.008196721,0,0.155737705,0.024590164,0.131147541,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Lakeville (4/1 NBPP)/Springfield (5/2),45.3478,-68.142,71,0.281690141,0.112676056,0.042253521,0,0.154929577,0,0,0.070422535,0,0.169014085,0,0.126760563,0,0,0,0.014084507,0.014084507,0,0,0,0,0,0,0
ME,%,"Medford,Milo,Brownsville",45.29,-68.96,132,0.242424242,0.053030303,0.151515152,0,0.25,0,0.015151515,0.007575758,0,0.136363636,0.037878788,0.075757576,0.015151515,0,0,0.007575758,0,0,0,0,0,0,0,0
ME,%,Boundary  (Bowmantown/Oxbow/Mass Gore),45.2682,-70.9166,65,0,0.030769231,0.307692308,0.015384615,0,0,0,0,0,0.292307692,0.353846154,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Alder Stream (T2R5 WBKP) comp ,45.25446,-70.63631,75,0.026666667,0.103896104,0.142857143,0.012987013,0,0,0,0.025974026,0,0.246753247,0.142857143,0.168831169,0,0,0,0.025974026,0,0.038961039,0,0,0,0,0,0
ME,%,SW Piscataquis (Parkman-Elliotsville),45.24,-69.48,51,0.156862745,0.137254902,0.078431373,0.019607843,0.254901961,0.019607843,0.058823529,0.019607843,0,0.098039216,0.058823529,0.058823529,0,0,0.019607843,0.019607843,0,0,0,0,0,0,0,0
ME,%,Burlington (T2R11),45.2324,-68.3828,169,0.396449704,0.047337278,0.100591716,0.023668639,0.25443787,0,0,0.029585799,0,0.071005917,0.023668639,0.035502959,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Lowell & Enfield,45.23,-68.51,294,0.265306122,0.108843537,0.081632653,0.013605442,0.238095238,0,0,0.013605442,0,0.081632653,0.027210884,0.115646259,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Eustis T4 R1 NBKP,45.18,-70.49,207,0.033816425,0.1352657,0.241545894,0.004830918,0.004830918,0,0,0,0,0.376811594,0.111111111,0.062801932,0,0,0.004830918,0.004830918,0,0,0,0,0,0,0,0
ME,%,"Dover-Foxcroft, Sebec,Atkinson",45.18,-69.15,53,0.283018868,0.075471698,0.226415094,0,0.20754717,0,0,0.018867925,0,0.037735849,0,0.132075472,0,0,0.018867925,0,0,0,0,0,0,0,0,0
ME,%,Edinburg & Lagrange(Twps 1&2 WPR) ,45.17,-68.72,260,0.084615385,0.107692308,0.157692308,0.046153846,0.142307692,0.007692308,0,0.111538462,0,0.157692308,0.026923077,0.046153846,0.042307692,0,0,0.015384615,0,0,0,0,0,0,0,0
ME,%,Stetsontown/7 Ponds comp,45.161,-70.7466,69,0,0.028985507,0.246376812,0.014492754,0,0,0,0,0,0.405797101,0.231884058,0.014492754,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Cupsuptic,45.11,-70.94,101,0.02970297,0.079207921,0.346534653,0,0,0,0,0.03960396,0,0.306930693,0.188118812,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,"1-3 EPR (Sunkhaze, Passadumkeag)",45.08,-68.58,104,0.211538462,0.067307692,0.096153846,0.009615385,0.144230769,0,0.009615385,0.038461538,0,0.153846154,0.019230769,0.076923077,0.038461538,0,0,0.028846154,0,0,0,0,0,0,0,0
ME,%,Redington/Coplin,45.06,-70.45,52,0.134615385,0.096153846,0.230769231,0.019230769,0.019230769,0,0,0.019230769,0,0.326923077,0.096153846,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Rangeley Region,45.03,-70.69,73,0.054794521,0.082191781,0.315068493,0,0.01369863,0,0,0,0,0.273972603,0.232876712,0.02739726,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Bingham/Concord,45.016167,-69.889085,108,0.416666667,0.055555556,0.157407407,0.046296296,0.175925926,0,0.027777778,0.027777778,0,0.037037037,0.009259259,0,0.018518519,0,0,0.027777778,0,0,0,0,0,0,0,0
ME,%,"NW Penobscot (Garland, Jackson, Exeter, Newport, Levant)",45.01,-69.09,67,0.28358209,0.074626866,0.089552239,0.014925373,0.149253731,0,0.014925373,0,0,0.119402985,0.149253731,0.029850746,0.074626866,0,0,0,0,0,0,0,0,0,0,0
NH,%,Dartmouth First Grant (Clarksville),45.00613,-71.29574,176,0.056818182,0.147727273,0.210227273,0.005681818,0,0,0,0.005681818,0,0.3125,0.193181818,0.005681818,0,0,0,0,0,0.011363636,0,0,0,0,0,0
ME,%,Twp #1 (Perry),44.99,-67.11,247,0.016194332,0.044534413,0.165991903,0.016194332,0.089068826,0,0,0.186234818,0,0.222672065,0.129554656,0.044534413,0,0,0,0.08097166,0.004048583,0,0,0,0,0,0,0
ME,%,"Twp #2 (Denys River, Pembroke, Denysville)",44.95,-67.22,148,0.02027027,0.027027027,0.108108108,0,0.128378378,0,0,0.128378378,0,0.317567568,0.182432432,0.054054054,0,0,0,0.033783784,0,0,0,0,0,0,0,0
ME,%,Embden /Solon,44.924335,-69.871485,100,0.34,0.07,0.11,0.08,0.22,0,0.01,0.05,0,0.08,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0
ME,%,Magalloway ,44.91,-70.93,122,0.073770492,0.090163934,0.262295082,0.040983607,0.032786885,0,0,0.032786885,0,0.254098361,0.081967213,0.106557377,0,0,0,0.024590164,0,0,0,0,0,0,0,0
ME,%,Colburnton/MarshIs. (Orono) composite,44.91,-68.71,294,0.105442177,0.173469388,0.088435374,0.037414966,0.234693878,0,0.030612245,0.023809524,0,0.06122449,0.017006803,0.176870748,0.027210884,0,0,0.003401361,0,0,0,0,0,0,0,0
ME,%,Eddington/Orrington (Brewer/Holden) /Bradley composite,44.85,-68.61,63,0.047619048,0.031746032,0.126984127,0.095238095,0.238095238,0,0,0.142857143,0,0.047619048,0.079365079,0.047619048,0.063492063,0,0,0.079365079,0,0,0,0,0,0,0,0
ME,%,"Plt #9 ED  composite (Lubec, Eastport, Sewards Neck, Moose Is.)",44.84,-67.02,108,0,0,0.268518519,0,0,0,0,0,0,0.564814815,0.111111111,0.037037037,0,0,0,0.009259259,0,0,0,0,0,0,0,0
ME,%,T1R1 (Madison) NPC EKR + deeds,44.83,-69.8,93,0.23655914,0.193548387,0.053763441,0.032258065,0.204301075,0.021505376,0.021505376,0.043010753,0,0.150537634,0.021505376,0.010752688,0,0,0.010752688,0,0,0,0,0,0,0,0,0
ME,%,Conduskaeg (Sunbury/Bangor/Hermon) composite,44.83,-68.78,130,0.030769231,0.046153846,0.169230769,0.015384615,0.176923077,0.023076923,0.015384615,0.076923077,0,0.069230769,0.076923077,0.053846154,0.130769231,0,0,0.076923077,0,0,0,0,0,0,0,0
ME,%,Twp. E ,44.8277,-70.6042,194,0.170103093,0.087628866,0.226804124,0,0.010309278,0,0,0.010309278,0,0.453608247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Detroit vic/Troy/Palymyra/Dixmont composite,44.81,-69.32,112,0.1875,0.089285714,0.098214286,0.044642857,0.25,0,0.008928571,0.017857143,0,0.151785714,0.008928571,0.125,0.017857143,0,0,0,0,0,0,0,0,0,0,0
ME,%,Herman (T2R2),44.81,-68.91,68,0.220588235,0.220588235,0.147058824,0.014705882,0.088235294,0,0,0.073529412,0,0.014705882,0.044117647,0.073529412,0.044117647,0,0,0.058823529,0,0,0,0,0,0,0,0
ME,%,Anson/Strong/New Vineyard,44.7976,-70.0946,72,0.388888889,0.069444444,0.055555556,0.027777778,0.180555556,0,0,0.013888889,0,0.166666667,0.027777778,0.041666667,0,0,0,0.013888889,0,0,0,0,0.013888889,0,0,0
NH,%,Errol,44.77,-71.14,235,0.174468085,0.029787234,0.089361702,0.012765957,0.017021277,0,0,0,0,0.434042553,0.195744681,0.029787234,0,0,0,0.004255319,0.012765957,0,0,0,0,0,0,0
NH,%,Millsfield,44.7631,-71.271,256,0.13671875,0.05078125,0.16015625,0,0.00390625,0,0,0,0,0.39453125,0.20703125,0.0390625,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Skowhegan/Norridgewock/Canaan,44.75,-69.71,94,0.127659574,0.085106383,0.085106383,0,0.265957447,0.085106383,0.053191489,0.042553191,0,0.074468085,0.010638298,0.021276596,0.053191489,0,0,0.053191489,0,0,0,0,0.042553191,0,0,0
ME,%,Cutler-Whiting-Trescott  composite (1ED-12ED-8ED),44.75,-67.16,60,0.033333333,0.05,0.1,0,0,0,0,0.066666667,0,0.45,0.233333333,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Orrington (Brewer&Holden),44.75,-68.75,81,0.160493827,0.086419753,0.160493827,0.012345679,0.24691358,0,0,0.148148148,0,0.024691358,0.024691358,0.061728395,0.012345679,0,0,0.037037037,0,0,0,0,0,0,0,0
NH,%,Stratford NH,44.74,-71.58,251,0.366533865,0.079681275,0.103585657,0.007968127,0.087649402,0,0,0,0,0.326693227,0.023904382,0.003984064,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Hampden (Newberg) composite,44.73,-68.93,240,0.116666667,0.1125,0.129166667,0.020833333,0.254166667,0.016666667,0.020833333,0.070833333,0,0.0875,0.0875,0.033333333,0.0125,0,0,0.016666667,0,0.008333333,0,0,0,0,0,0
ME,%,Machais  composite,44.7,-67.43,76,0.026315789,0.026315789,0.131578947,0,0.131578947,0,0,0.052631579,0,0.526315789,0.078947368,0.013157895,0,0,0,0,0,0.013157895,0,0,0,0,0,0
ME,%,New Sharon/Mercer/Starks/Farmington/Chesterville/Wyman,44.69,-69.97,89,0.202247191,0.157303371,0.101123596,0.06741573,0.202247191,0.011235955,0.02247191,0.02247191,0,0.123595506,0.02247191,0.011235955,0.033707865,0,0,0,0,0,0,0,0.02247191,0,0,0
ME,%,Jonesboro composite,44.66,-67.59,48,0,0,0.125,0,0,0,0,0.020833333,0,0.5,0.354166667,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Roxbury (Twp. No. 7),44.6418,-70.59992,316,0.212025316,0.047468354,0.056962025,0.009493671,0.21835443,0,0.003164557,0,0,0.408227848,0.022151899,0.022151899,0,0,0,0,0,0,0,0,0,0,0,0
ME,%,Bucktown composite ,44.64,-68.75,73,0.054794521,0.01369863,0.219178082,0.01369863,0.164383562,0,0,0.082191781,0,0.082191781,0,0.205479452,0.082191781,0,0,0.082191781,0,0,0,0,0,0,0,0
ME,%,Frankfort (new Frankfort/Winterport),44.63,-68.9,232,0.090517241,0.090517241,0.301724138,0.021551724,0.125,0.004310345,0,0.056034483,0,0.206896552,0.025862069,0.00862069,0.030172414,0,0,0.012931034,0,0,0,0,0,0,0,0
ME,%,"Harrington-Cherryfield-Steuben-AddisonColumbia composite (11, 12, 13 SD BPP& 4, 5, 6 EUR)",44.62,-67.85,48,0.041666667,0.208333333,0.083333333,0.020833333,0.104166667,0,0,0.104166667,0,0.229166667,0.041666667,0.041666667,0,0,0,0.083333333,0,0,0,0,0,0,0,0
