      Lon      Lat    Year  FireRT
   -72.25    44.75    1990   915.4
   -72.25    44.75    1991   133.7
   -72.25    44.75    1992   158.0
   -72.25    44.75    1993   741.3
   -72.25    44.75    1994   687.7
   -72.25    44.75    1995   316.4
   -72.25    44.75    1996   616.9
   -72.25    44.75    1997   703.8
   -72.25    44.75    1998   464.9
   -72.25    44.75    1999   234.0
   -72.25    44.75    2000   763.8
   -72.25    44.75    2001   158.6
   -72.25    44.75    2002   235.5
   -72.25    44.75    2003   826.9
   -72.25    44.75    2004   851.7
   -72.25    44.75    2005   255.0
   -72.25    44.75    2006  1000.0
   -72.25    44.75    2007   431.5
   -72.25    44.75    2008   165.0
   -72.25    44.75    2009   501.4
   -72.25    44.75    2010   303.0
   -72.25    44.75    2011   750.9
   -72.25    44.75    2012   302.4
   -72.25    44.75    2013   889.1
   -72.25    44.75    2014   234.7
   -70.75    41.75    1901   337.5
   -70.75    41.75    1902   295.1
   -70.75    41.75    1903   118.8
   -70.75    41.75    1904   123.3
   -70.75    41.75    1905   317.4
   -70.75    41.75    1906   296.5
   -70.75    41.75    1907   295.2
   -70.75    41.75    1908   296.3
   -70.75    41.75    1909   133.9
   -70.75    41.75    1910    66.4
   -70.75    41.75    1911   139.4
   -70.75    41.75    1912   109.1
   -70.75    41.75    1913   295.7
   -70.75    41.75    1914   287.4
   -70.75    41.75    1915   305.6
   -70.75    41.75    1916   339.6
   -70.75    41.75    1917   444.9
   -70.75    41.75    1918   122.1
   -70.75    41.75    1919   207.2
   -70.75    41.75    1920   122.3
   -70.75    41.75    1921   136.7
   -70.75    41.75    1922   650.5
   -70.75    41.75    1923   115.4
   -70.75    41.75    1924   156.4
   -70.75    41.75    1925   160.4
   -70.75    41.75    1926   163.3
   -70.75    41.75    1927   134.8
   -70.75    41.75    1928   448.5
   -70.75    41.75    1929    88.5
   -70.75    41.75    1930   122.6
   -70.75    41.75    1931   824.7
   -70.75    41.75    1932   122.3
   -70.75    41.75    1933   159.1
   -70.75    41.75    1934   118.8
   -70.75    41.75    1935   116.7
   -70.75    41.75    1936   129.7
   -70.75    41.75    1937   133.4
   -70.75    41.75    1938   921.7
   -70.75    41.75    1939   114.0
   -70.75    41.75    1940   121.4
   -70.75    41.75    1941   119.1
   -70.75    41.75    1942   123.5
   -70.75    41.75    1943   118.2
   -70.75    41.75    1944   119.0
   -70.75    41.75    1945   215.0
   -70.75    41.75    1946   380.8
   -70.75    41.75    1947   181.5
   -70.75    41.75    1948   214.2
   -70.75    41.75    1949   116.4
   -70.75    41.75    1950   114.4
   -70.75    41.75    1951   215.3
   -70.75    41.75    1952   133.8
   -70.75    41.75    1953   125.0
   -70.75    41.75    1954   667.2
   -70.75    41.75    1955   136.3
   -70.75    41.75    1956   129.3
   -70.75    41.75    1957    85.6
   -70.75    41.75    1958   966.9
   -70.75    41.75    1959   190.6
   -70.75    41.75    1960   224.1
   -70.75    41.75    1961   133.7
   -70.75    41.75    1962   120.3
   -70.75    41.75    1963   118.8
   -70.75    41.75    1964   117.2
   -70.75    41.75    1965   114.1
   -70.75    41.75    1966   173.5
   -70.75    41.75    1967   337.8
   -70.75    41.75    1968   121.5
   -70.75    41.75    1969   121.7
   -70.75    41.75    1970   174.0
   -70.75    41.75    1971   119.2
   -70.75    41.75    1972   248.9
   -70.75    41.75    1973  1000.0
   -70.75    41.75    1974   145.1
   -70.75    41.75    1975   145.7
   -70.75    41.75    1976   130.1
   -70.75    41.75    1977   203.4
   -70.75    41.75    1978   141.0
   -70.75    41.75    1979   135.7
   -70.75    41.75    1980   291.3
   -70.75    41.75    1981   299.1
   -70.75    41.75    1982   445.1
   -70.75    41.75    1983   119.5
   -70.75    41.75    1984   304.3
   -70.75    41.75    1985   624.8
   -70.75    41.75    1986   161.6
   -70.75    41.75    1987   124.2
   -70.75    41.75    1988   120.1
   -70.75    41.75    1989   740.4
   -70.75    41.75    1990   163.8
   -70.75    41.75    1991   120.4
   -70.75    41.75    1992   381.9
   -70.75    41.75    1993   295.9
   -70.75    41.75    1994   138.5
   -70.75    41.75    1995   115.1
   -70.75    41.75    1996   148.5
   -70.75    41.75    1997   115.9
   -70.75    41.75    1998   145.0
   -70.75    41.75    1999   205.1
   -70.75    41.75    2000   325.2
   -70.75    41.75    2001   290.7
   -70.75    41.75    2002   263.2
   -70.75    41.75    2003   215.7
   -70.75    41.75    2004   188.1
   -70.75    41.75    2005   119.3
   -70.75    41.75    2006   132.7
   -70.75    41.75    2007   124.0
   -70.75    41.75    2008   505.2
   -70.75    41.75    2009   345.0
   -70.75    41.75    2010   133.4
   -70.75    41.75    2011   186.7
   -70.75    41.75    2012   290.3
   -70.75    41.75    2013   122.3
   -70.75    41.75    2014   139.9
   -69.25    44.25    1901   303.1
   -69.25    44.25    1902   557.3
   -69.25    44.25    1903   298.8
   -69.25    44.25    1904   158.5
   -69.25    44.25    1905   206.9
   -69.25    44.25    1906   127.5
   -69.25    44.25    1907   451.3
   -69.25    44.25    1908   294.5
   -69.25    44.25    1909   296.0
   -69.25    44.25    1910   136.2
   -69.25    44.25    1911   183.7
   -69.25    44.25    1912   496.4
   -69.25    44.25    1913   168.5
   -69.25    44.25    1914   395.2
   -69.25    44.25    1915   595.9
   -69.25    44.25    1916   728.1
   -69.25    44.25    1917   738.4
   -69.25    44.25    1918   385.2
   -69.25    44.25    1919   123.6
   -69.25    44.25    1920   503.1
   -69.25    44.25    1921   117.8
   -69.25    44.25    1922  1000.0
   -69.25    44.25    1923   302.3
   -69.25    44.25    1924   159.4
   -69.25    44.25    1925   169.2
   -69.25    44.25    1926   341.9
   -69.25    44.25    1927   828.1
   -69.25    44.25    1928   734.3
   -69.25    44.25    1929   117.9
   -69.25    44.25    1930   377.3
   -69.25    44.25    1931  1000.0
   -69.25    44.25    1932   171.3
   -69.25    44.25    1933   154.0
   -69.25    44.25    1934   398.3
   -69.25    44.25    1935   217.6
   -69.25    44.25    1936   117.8
   -69.25    44.25    1937   130.9
   -69.25    44.25    1938   590.2
   -69.25    44.25    1939   165.0
   -69.25    44.25    1940   127.1
   -69.25    44.25    1941   115.8
   -69.25    44.25    1942   137.6
   -69.25    44.25    1943   970.6
   -69.25    44.25    1944   119.9
   -69.25    44.25    1945   157.5
   -69.25    44.25    1946   305.0
   -69.25    44.25    1947   294.8
   -69.25    44.25    1948   117.4
   -69.25    44.25    1949   117.0
   -69.25    44.25    1950   129.0
   -69.25    44.25    1951   592.8
   -69.25    44.25    1952   120.8
   -69.25    44.25    1953   122.8
   -69.25    44.25    1954   869.9
   -69.25    44.25    1955   145.5
   -69.25    44.25    1956   217.1
   -69.25    44.25    1957   118.2
   -69.25    44.25    1958   978.3
   -69.25    44.25    1959   195.7
   -69.25    44.25    1960   171.2
   -69.25    44.25    1961   670.7
   -69.25    44.25    1962   159.4
   -69.25    44.25    1963   306.0
   -69.25    44.25    1964   319.3
   -69.25    44.25    1965   122.8
   -69.25    44.25    1966   394.0
   -69.25    44.25    1967   931.8
   -69.25    44.25    1968   126.3
   -69.25    44.25    1969   857.2
   -69.25    44.25    1970   157.7
   -69.25    44.25    1971   180.2
   -69.25    44.25    1972  1000.0
   -69.25    44.25    1973  1000.0
   -69.25    44.25    1974   917.4
   -69.25    44.25    1975   426.0
   -69.25    44.25    1976  1000.0
   -69.25    44.25    1977   517.5
   -69.25    44.25    1978   117.8
   -69.25    44.25    1979   169.5
   -69.25    44.25    1980   188.5
   -69.25    44.25    1981  1000.0
   -69.25    44.25    1982   389.5
   -69.25    44.25    1983   619.5
   -69.25    44.25    1984   243.9
   -69.25    44.25    1985   250.8
   -69.25    44.25    1986  1000.0
   -69.25    44.25    1987   262.5
   -69.25    44.25    1988   379.7
   -69.25    44.25    1989   257.0
   -69.25    44.25    1990  1000.0
   -69.25    44.25    1991   358.9
   -69.25    44.25    1992   143.6
   -69.25    44.25    1993   121.5
   -69.25    44.25    1994   151.1
   -69.25    44.25    1995   120.8
   -69.25    44.25    1996   382.5
   -69.25    44.25    1997   921.1
   -69.25    44.25    1998   239.4
   -69.25    44.25    1999   127.2
   -69.25    44.25    2000  1000.0
   -69.25    44.25    2001   135.8
   -69.25    44.25    2002   139.6
   -69.25    44.25    2003   190.9
   -69.25    44.25    2004  1000.0
   -69.25    44.25    2005   528.7
   -69.25    44.25    2006  1000.0
   -69.25    44.25    2007   563.1
   -69.25    44.25    2008   665.2
   -69.25    44.25    2009  1000.0
   -69.25    44.25    2010   430.6
   -69.25    44.25    2011  1000.0
   -69.25    44.25    2012  1000.0
   -69.25    44.25    2013  1000.0
   -69.25    44.25    2014   700.4
   -70.75    43.75    1901   286.9
   -70.75    43.75    1902   765.3
   -70.75    43.75    1903   129.6
   -70.75    43.75    1904   252.3
   -70.75    43.75    1905   866.2
   -70.75    43.75    1906   129.3
   -70.75    43.75    1907   153.4
   -70.75    43.75    1908   123.1
   -70.75    43.75    1909   274.5
   -70.75    43.75    1910   142.7
   -70.75    43.75    1911   159.9
   -70.75    43.75    1912   134.5
   -70.75    43.75    1913   118.6
   -70.75    43.75    1914   458.0
   -70.75    43.75    1915   165.6
   -70.75    43.75    1916   466.2
   -70.75    43.75    1917   307.2
   -70.75    43.75    1918   278.9
   -70.75    43.75    1919   128.1
   -70.75    43.75    1920   575.2
   -70.75    43.75    1921   118.6
   -70.75    43.75    1922  1000.0
   -70.75    43.75    1923   130.0
   -70.75    43.75    1924   338.6
   -70.75    43.75    1925   332.2
   -70.75    43.75    1926   344.1
   -70.75    43.75    1927   506.3
   -70.75    43.75    1928   205.9
   -70.75    43.75    1929   125.5
   -70.75    43.75    1930   455.5
   -70.75    43.75    1931   368.4
   -70.75    43.75    1932   314.7
   -70.75    43.75    1933   373.1
   -70.75    43.75    1934   445.3
   -70.75    43.75    1935   184.4
   -70.75    43.75    1936   119.3
   -70.75    43.75    1937   127.9
   -70.75    43.75    1938   561.5
   -70.75    43.75    1939   254.0
   -70.75    43.75    1940   149.6
   -70.75    43.75    1941   131.1
   -70.75    43.75    1942   144.0
   -70.75    43.75    1943   864.6
   -70.75    43.75    1944   183.0
   -70.75    43.75    1945   163.5
   -70.75    43.75    1946   168.7
   -70.75    43.75    1947   118.4
   -70.75    43.75    1948   120.6
   -70.75    43.75    1949   300.4
   -70.75    43.75    1950   324.0
   -70.75    43.75    1951   671.2
   -70.75    43.75    1952   298.2
   -70.75    43.75    1953   124.2
   -70.75    43.75    1954   835.4
   -70.75    43.75    1955   135.6
   -70.75    43.75    1956   254.4
   -70.75    43.75    1957   298.5
   -70.75    43.75    1958   543.3
   -70.75    43.75    1959   325.4
   -70.75    43.75    1960   307.1
   -70.75    43.75    1961   164.7
   -70.75    43.75    1962   310.8
   -70.75    43.75    1963   323.5
   -70.75    43.75    1964   132.5
   -70.75    43.75    1965   133.3
   -70.75    43.75    1966   358.9
   -70.75    43.75    1967   512.2
   -70.75    43.75    1968   504.1
   -70.75    43.75    1969   590.2
   -70.75    43.75    1970   344.9
   -70.75    43.75    1971   391.8
   -70.75    43.75    1972   520.4
   -70.75    43.75    1973   977.2
   -70.75    43.75    1974   394.5
   -70.75    43.75    1975   505.6
   -70.75    43.75    1976   513.7
   -70.75    43.75    1977   701.7
   -70.75    43.75    1978   379.6
   -70.75    43.75    1979   668.8
   -70.75    43.75    1980   344.5
   -70.75    43.75    1981   543.6
   -70.75    43.75    1982   353.2
   -70.75    43.75    1983   275.1
   -70.75    43.75    1984   256.5
   -70.75    43.75    1985   185.4
   -70.75    43.75    1986   481.6
   -70.75    43.75    1987   167.8
   -70.75    43.75    1988   551.5
   -70.75    43.75    1989   215.4
   -70.75    43.75    1990   596.5
   -70.75    43.75    1991   155.2
   -70.75    43.75    1992   290.5
   -70.75    43.75    1993   161.6
   -70.75    43.75    1994   199.0
   -70.75    43.75    1995   151.0
   -70.75    43.75    1996   360.2
   -70.75    43.75    1997   454.0
   -70.75    43.75    1998   196.7
   -70.75    43.75    1999   229.2
   -70.75    43.75    2000   259.3
   -70.75    43.75    2001   124.7
   -70.75    43.75    2002   141.3
   -70.75    43.75    2003   192.6
   -70.75    43.75    2004   246.1
   -70.75    43.75    2005   134.1
   -70.75    43.75    2006   717.7
   -70.75    43.75    2007   232.3
   -70.75    43.75    2008   246.7
   -70.75    43.75    2009   466.8
   -70.75    43.75    2010   461.5
   -70.75    43.75    2011   815.9
   -70.75    43.75    2012   335.0
   -70.75    43.75    2013   533.3
   -70.75    43.75    2014   512.7
   -71.75    42.75    1901   182.4
   -71.75    42.75    1902   200.8
   -71.75    42.75    1903   122.3
   -71.75    42.75    1904   136.1
   -71.75    42.75    1905   297.3
   -71.75    42.75    1906   138.5
   -71.75    42.75    1907   142.1
   -71.75    42.75    1908   113.6
   -71.75    42.75    1909   117.4
   -71.75    42.75    1910   115.7
   -71.75    42.75    1911   122.2
   -71.75    42.75    1912   120.8
   -71.75    42.75    1913   231.2
   -71.75    42.75    1914   289.8
   -71.75    42.75    1915   120.5
   -71.75    42.75    1916   702.4
   -71.75    42.75    1917   126.2
   -71.75    42.75    1918   133.6
   -71.75    42.75    1919   117.4
   -71.75    42.75    1920   287.8
   -71.75    42.75    1921   132.0
   -71.75    42.75    1922   263.2
   -71.75    42.75    1923   114.4
   -71.75    42.75    1924   115.5
   -71.75    42.75    1925   472.9
   -71.75    42.75    1926   471.1
   -71.75    42.75    1927   313.5
   -71.75    42.75    1928   457.6
   -71.75    42.75    1929   118.6
   -71.75    42.75    1930   116.5
   -71.75    42.75    1931   316.5
   -71.75    42.75    1932   118.0
   -71.75    42.75    1933   133.5
   -71.75    42.75    1934   141.5
   -71.75    42.75    1935   118.7
   -71.75    42.75    1936   298.6
   -71.75    42.75    1937   338.9
   -71.75    42.75    1938   333.5
   -71.75    42.75    1939   120.9
   -71.75    42.75    1940   121.2
   -71.75    42.75    1941   126.2
   -71.75    42.75    1942   125.1
   -71.75    42.75    1943   119.2
   -71.75    42.75    1944   118.2
   -71.75    42.75    1945   127.5
   -71.75    42.75    1946   131.8
   -71.75    42.75    1947   118.7
   -71.75    42.75    1948   118.6
   -71.75    42.75    1949   121.2
   -71.75    42.75    1950   118.6
   -71.75    42.75    1951   397.7
   -71.75    42.75    1952   123.6
   -71.75    42.75    1953   118.5
   -71.75    42.75    1954   278.6
   -71.75    42.75    1955   120.3
   -71.75    42.75    1956   129.4
   -71.75    42.75    1957   118.7
   -71.75    42.75    1958   122.4
   -71.75    42.75    1959   124.6
   -71.75    42.75    1960   154.3
   -71.75    42.75    1961   131.5
   -71.75    42.75    1962   295.0
   -71.75    42.75    1963   279.2
   -71.75    42.75    1964   279.2
   -71.75    42.75    1965   295.4
   -71.75    42.75    1966   123.6
   -71.75    42.75    1967   195.3
   -71.75    42.75    1968   150.3
   -71.75    42.75    1969   167.7
   -71.75    42.75    1970   120.5
   -71.75    42.75    1971   122.1
   -71.75    42.75    1972   291.1
   -71.75    42.75    1973   153.3
   -71.75    42.75    1974   118.4
   -71.75    42.75    1975   130.5
   -71.75    42.75    1976   124.9
   -71.75    42.75    1977   118.6
   -71.75    42.75    1978   468.9
   -71.75    42.75    1979   487.7
   -71.75    42.75    1980   117.5
   -71.75    42.75    1981   368.7
   -71.75    42.75    1982   124.1
   -71.75    42.75    1983   115.1
   -71.75    42.75    1984   120.3
   -71.75    42.75    1985   117.7
   -71.75    42.75    1986   242.9
   -71.75    42.75    1987   127.7
   -71.75    42.75    1988   132.5
   -71.75    42.75    1989   161.3
   -71.75    42.75    1990   151.8
   -71.75    42.75    1991   118.3
   -71.75    42.75    1992   119.5
   -71.75    42.75    1993   114.8
   -71.75    42.75    1994   155.7
   -71.75    42.75    1995   120.4
   -71.75    42.75    1996   128.7
   -71.75    42.75    1997   117.3
   -71.75    42.75    1998   120.0
   -71.75    42.75    1999   136.5
   -71.75    42.75    2000   329.1
   -71.75    42.75    2001   296.2
   -71.75    42.75    2002   122.0
   -71.75    42.75    2003   144.1
   -71.75    42.75    2004   332.6
   -71.75    42.75    2005   315.9
   -71.75    42.75    2006   525.3
   -71.75    42.75    2007   322.0
   -71.75    42.75    2008   492.2
   -71.75    42.75    2009   620.2
   -71.75    42.75    2010   264.3
   -71.75    42.75    2011   333.3
   -71.75    42.75    2012   302.5
   -71.75    42.75    2013   239.2
   -71.75    42.75    2014   153.5
   -72.25    44.25    1901   668.9
   -72.25    44.25    1902   982.7
   -72.25    44.25    1903   156.1
   -72.25    44.25    1904   419.7
   -72.25    44.25    1905   677.4
   -72.25    44.25    1906   557.9
   -72.25    44.25    1907   526.4
   -72.25    44.25    1908   320.9
   -72.25    44.25    1909   377.5
   -72.25    44.25    1910   617.4
   -72.25    44.25    1911   207.0
   -72.25    44.25    1912   507.5
   -72.25    44.25    1913   315.5
   -72.25    44.25    1914   396.7
   -72.25    44.25    1915   394.6
   -72.25    44.25    1916   701.6
   -72.25    44.25    1917   856.9
   -72.25    44.25    1918   238.7
   -72.25    44.25    1919   199.5
   -72.25    44.25    1920   651.3
   -72.25    44.25    1921   120.1
   -72.25    44.25    1922   469.4
   -72.25    44.25    1923   157.7
   -72.25    44.25    1924   401.2
   -72.25    44.25    1925   512.0
   -72.25    44.25    1926   697.8
   -72.25    44.25    1927   549.1
   -72.25    44.25    1928   601.7
   -72.25    44.25    1929   490.1
   -72.25    44.25    1930   643.4
   -72.25    44.25    1931  1000.0
   -72.25    44.25    1932   286.8
   -72.25    44.25    1933   140.2
   -72.25    44.25    1934   146.1
   -72.25    44.25    1935   444.1
   -72.25    44.25    1936   220.8
   -72.25    44.25    1937   856.7
   -72.25    44.25    1938   536.8
   -72.25    44.25    1939   358.6
   -72.25    44.25    1940   581.5
   -72.25    44.25    1941   695.0
   -72.25    44.25    1942   183.4
   -72.25    44.25    1943  1000.0
   -72.25    44.25    1944   275.7
   -72.25    44.25    1945   206.9
   -72.25    44.25    1946   378.9
   -72.25    44.25    1947   185.5
   -72.25    44.25    1948   189.0
   -72.25    44.25    1949   258.8
   -72.25    44.25    1950   567.9
   -72.25    44.25    1951   838.6
   -72.25    44.25    1952   556.1
   -72.25    44.25    1953   472.5
   -72.25    44.25    1954  1000.0
   -72.25    44.25    1955   140.9
   -72.25    44.25    1956   169.8
   -72.25    44.25    1957   405.8
   -72.25    44.25    1958   838.8
   -72.25    44.25    1959   233.2
   -72.25    44.25    1960   213.8
   -72.25    44.25    1961  1000.0
   -72.25    44.25    1962   257.4
   -72.25    44.25    1963   506.7
   -72.25    44.25    1964   178.8
   -72.25    44.25    1965   348.5
   -72.25    44.25    1966   239.6
   -72.25    44.25    1967  1000.0
   -72.25    44.25    1968   708.0
   -72.25    44.25    1969   992.1
   -72.25    44.25    1970   127.6
   -72.25    44.25    1971   567.9
   -72.25    44.25    1972   788.6
   -72.25    44.25    1973   628.6
   -72.25    44.25    1974  1000.0
   -72.25    44.25    1975   252.1
   -72.25    44.25    1976  1000.0
   -72.25    44.25    1977   184.1
   -72.25    44.25    1978   546.6
   -72.25    44.25    1979   199.1
   -72.25    44.25    1980   147.9
   -72.25    44.25    1981  1000.0
   -72.25    44.25    1982   298.7
   -72.25    44.25    1983   501.5
   -72.25    44.25    1984   152.1
   -72.25    44.25    1985   611.6
   -72.25    44.25    1986   898.3
   -72.25    44.25    1987   419.5
   -72.25    44.25    1988   544.9
   -72.25    44.25    1989   318.5
   -72.25    44.25    1990  1000.0
   -72.25    44.25    1991   144.6
   -72.25    44.25    1992   173.0
   -72.25    44.25    1993   881.4
   -72.25    44.25    1994   890.6
   -72.25    44.25    1995   146.3
   -72.25    44.25    1996   476.7
   -72.25    44.25    1997   871.1
   -72.25    44.25    1998   515.6
   -72.25    44.25    1999   214.1
   -72.25    44.25    2000   555.5
   -72.25    44.25    2001   135.6
   -72.25    44.25    2002   194.4
   -72.25    44.25    2003   772.1
   -72.25    44.25    2004   778.9
   -72.25    44.25    2005   557.6
   -72.25    44.25    2006  1000.0
   -72.25    44.25    2007   506.1
   -72.25    44.25    2008   416.4
   -72.25    44.25    2009   701.4
   -72.25    44.25    2010   438.5
   -72.25    44.25    2011   731.1
   -72.25    44.25    2012   426.7
   -72.25    44.25    2013  1000.0
   -72.25    44.25    2014   303.4
   -73.75    47.75    1901   931.7
   -73.75    47.75    1902  1000.0
   -73.75    47.75    1903  1000.0
   -73.75    47.75    1904   412.7
   -73.75    47.75    1905  1000.0
   -73.75    47.75    1906   168.9
   -73.75    47.75    1907   966.5
   -73.75    47.75    1908   221.3
   -73.75    47.75    1909   939.0
   -73.75    47.75    1910   361.7
   -73.75    47.75    1911   418.0
   -73.75    47.75    1912   397.1
   -73.75    47.75    1913   178.1
   -73.75    47.75    1914   334.2
   -73.75    47.75    1915   130.0
   -73.75    47.75    1916   128.0
   -73.75    47.75    1917  1000.0
   -73.75    47.75    1918  1000.0
   -73.75    47.75    1919   177.8
   -73.75    47.75    1920   353.8
   -73.75    47.75    1921   129.6
   -73.75    47.75    1922   123.8
   -73.75    47.75    1923   157.8
   -73.75    47.75    1924  1000.0
   -73.75    47.75    1925  1000.0
   -73.75    47.75    1926   484.2
   -73.75    47.75    1927  1000.0
   -73.75    47.75    1928   697.3
   -73.75    47.75    1929  1000.0
   -73.75    47.75    1930  1000.0
   -73.75    47.75    1931   377.3
   -73.75    47.75    1932   182.8
   -73.75    47.75    1933   144.6
   -73.75    47.75    1934   948.8
   -73.75    47.75    1935   547.0
   -73.75    47.75    1936   454.0
   -73.75    47.75    1937   329.3
   -73.75    47.75    1938   433.7
   -73.75    47.75    1939  1000.0
   -73.75    47.75    1940   170.8
   -73.75    47.75    1941   188.0
   -73.75    47.75    1942   695.4
   -73.75    47.75    1943  1000.0
   -73.75    47.75    1944   416.9
   -73.75    47.75    1945   324.6
   -73.75    47.75    1946   820.4
   -73.75    47.75    1947   469.5
   -73.75    47.75    1948   214.1
   -73.75    47.75    1949   201.3
   -73.75    47.75    1950   286.9
   -73.75    47.75    1951   137.0
   -73.75    47.75    1952  1000.0
   -73.75    47.75    1953   123.3
   -73.75    47.75    1954   911.4
   -73.75    47.75    1955   680.6
   -73.75    47.75    1956  1000.0
   -73.75    47.75    1957   783.3
   -73.75    47.75    1958  1000.0
   -73.75    47.75    1959  1000.0
   -73.75    47.75    1960   460.2
   -73.75    47.75    1961   993.1
   -73.75    47.75    1962   161.9
   -73.75    47.75    1963   744.7
   -73.75    47.75    1964   410.4
   -73.75    47.75    1965   287.6
   -73.75    47.75    1966   889.0
   -73.75    47.75    1967   183.7
   -73.75    47.75    1968   496.7
   -73.75    47.75    1969   935.8
   -73.75    47.75    1970  1000.0
   -73.75    47.75    1971   402.3
   -73.75    47.75    1972  1000.0
   -73.75    47.75    1973   832.1
   -73.75    47.75    1974   380.1
   -73.75    47.75    1975   219.3
   -73.75    47.75    1976   881.5
   -73.75    47.75    1977  1000.0
   -73.75    47.75    1978  1000.0
   -73.75    47.75    1979  1000.0
   -73.75    47.75    1980   336.7
   -73.75    47.75    1981   307.1
   -73.75    47.75    1982   553.8
   -73.75    47.75    1983   119.3
   -73.75    47.75    1984  1000.0
   -73.75    47.75    1985   940.5
   -73.75    47.75    1986  1000.0
   -73.75    47.75    1987   771.6
   -73.75    47.75    1988   188.9
   -73.75    47.75    1989   401.7
   -73.75    47.75    1990   400.4
   -73.75    47.75    1991   193.7
   -73.75    47.75    1992  1000.0
   -73.75    47.75    1993  1000.0
   -73.75    47.75    1994  1000.0
   -73.75    47.75    1995   189.3
   -73.75    47.75    1996   381.4
   -73.75    47.75    1997   670.5
   -73.75    47.75    1998   546.6
   -73.75    47.75    1999   533.6
   -73.75    47.75    2000   580.5
   -73.75    47.75    2001   447.3
   -73.75    47.75    2002   199.1
   -73.75    47.75    2003  1000.0
   -73.75    47.75    2004   735.8
   -73.75    47.75    2005   403.6
   -73.75    47.75    2006   462.6
   -73.75    47.75    2007   724.1
   -73.75    47.75    2008   566.9
   -73.75    47.75    2009   777.2
   -73.75    47.75    2010   693.9
   -73.75    47.75    2011   948.6
   -73.75    47.75    2012   284.9
   -73.75    47.75    2013   918.6
   -73.75    47.75    2014  1000.0
   -68.25    45.25    1901   174.1
   -68.25    45.25    1902   407.8
   -68.25    45.25    1903   447.8
   -68.25    45.25    1904   526.5
   -68.25    45.25    1905   158.6
   -68.25    45.25    1906   130.4
   -68.25    45.25    1907   257.5
   -68.25    45.25    1908   124.6
   -68.25    45.25    1909   162.1
   -68.25    45.25    1910   203.5
   -68.25    45.25    1911   136.7
   -68.25    45.25    1912   138.9
   -68.25    45.25    1913   132.0
   -68.25    45.25    1914   182.1
   -68.25    45.25    1915   204.3
   -68.25    45.25    1916   330.9
   -68.25    45.25    1917   449.0
   -68.25    45.25    1918   186.9
   -68.25    45.25    1919   336.5
   -68.25    45.25    1920   347.4
   -68.25    45.25    1921   119.6
   -68.25    45.25    1922   171.7
   -68.25    45.25    1923   123.2
   -68.25    45.25    1924   139.0
   -68.25    45.25    1925   142.8
   -68.25    45.25    1926   160.3
   -68.25    45.25    1927   299.2
   -68.25    45.25    1928   265.3
   -68.25    45.25    1929   120.6
   -68.25    45.25    1930   119.0
   -68.25    45.25    1931   164.0
   -68.25    45.25    1932   119.3
   -68.25    45.25    1933   134.4
   -68.25    45.25    1934   119.4
   -68.25    45.25    1935   119.1
   -68.25    45.25    1936   118.7
   -68.25    45.25    1937   119.3
   -68.25    45.25    1938   875.2
   -68.25    45.25    1939   120.2
   -68.25    45.25    1940   126.1
   -68.25    45.25    1941   126.5
   -68.25    45.25    1942   130.2
   -68.25    45.25    1943   146.3
   -68.25    45.25    1944   294.6
   -68.25    45.25    1945   298.9
   -68.25    45.25    1946   166.4
   -68.25    45.25    1947   301.2
   -68.25    45.25    1948   121.6
   -68.25    45.25    1949   119.4
   -68.25    45.25    1950   132.2
   -68.25    45.25    1951   259.2
   -68.25    45.25    1952   120.7
   -68.25    45.25    1953   124.4
   -68.25    45.25    1954   261.6
   -68.25    45.25    1955   137.1
   -68.25    45.25    1956   147.3
   -68.25    45.25    1957   136.4
   -68.25    45.25    1958   338.8
   -68.25    45.25    1959   231.7
   -68.25    45.25    1960   137.3
   -68.25    45.25    1961   203.6
   -68.25    45.25    1962   137.0
   -68.25    45.25    1963   139.0
   -68.25    45.25    1964   129.5
   -68.25    45.25    1965   129.4
   -68.25    45.25    1966   131.2
   -68.25    45.25    1967   356.9
   -68.25    45.25    1968   115.9
   -68.25    45.25    1969   203.2
   -68.25    45.25    1970   159.7
   -68.25    45.25    1971   127.6
   -68.25    45.25    1972   694.2
   -68.25    45.25    1973   511.3
   -68.25    45.25    1974   145.0
   -68.25    45.25    1975   122.5
   -68.25    45.25    1976   452.0
   -68.25    45.25    1977   149.8
   -68.25    45.25    1978   294.9
   -68.25    45.25    1979   356.3
   -68.25    45.25    1980   172.9
   -68.25    45.25    1981   650.8
   -68.25    45.25    1982   133.6
   -68.25    45.25    1983   158.4
   -68.25    45.25    1984   127.2
   -68.25    45.25    1985   138.5
   -68.25    45.25    1986   341.1
   -68.25    45.25    1987   118.1
   -68.25    45.25    1988   142.4
   -68.25    45.25    1989   167.8
   -68.25    45.25    1990   333.2
   -68.25    45.25    1991   134.5
   -68.25    45.25    1992   142.9
   -68.25    45.25    1993   299.6
   -68.25    45.25    1994   361.0
   -68.25    45.25    1995   120.7
   -68.25    45.25    1996   351.8
   -68.25    45.25    1997   423.1
   -68.25    45.25    1998   184.0
   -68.25    45.25    1999   126.6
   -68.25    45.25    2000   302.5
   -68.25    45.25    2001   301.7
   -68.25    45.25    2002   130.7
   -68.25    45.25    2003   178.9
   -68.25    45.25    2004   197.6
   -68.25    45.25    2005   211.9
   -68.25    45.25    2006   228.6
   -68.25    45.25    2007   121.7
   -68.25    45.25    2008   278.5
   -68.25    45.25    2009   180.9
   -68.25    45.25    2010   119.6
