      Lon      Lat    Year     BNE    BINE     BNS    TeNE    TeBS     IBS    TeBE    TrBE   TrIBE    TrBR     C3G     C4G   Total
   -70.75    43.75    1931   0.023   0.039   0.000   0.000   0.224   0.256   0.000   0.000   0.000   0.000   0.082   0.000   0.624
   -70.75    43.75    1932   0.016   0.021   0.000   0.000   0.199   0.220   0.000   0.000   0.000   0.000   0.000   0.000   0.456
   -70.75    43.75    1933   0.015   0.020   0.000   0.000   0.201   0.224   0.000   0.000   0.000   0.000   0.000   0.000   0.460
   -70.75    43.75    1934   0.020   0.031   0.000   0.000   0.220   0.246   0.000   0.000   0.000   0.000   0.093   0.000   0.610
   -70.75    43.75    1935   0.019   0.031   0.000   0.000   0.193   0.226   0.000   0.000   0.000   0.000   0.090   0.000   0.559
   -70.75    43.75    1936   0.012   0.022   0.000   0.000   0.165   0.182   0.000   0.000   0.000   0.000   0.086   0.000   0.468
   -70.75    43.75    1937   0.014   0.026   0.000   0.000   0.171   0.192   0.000   0.000   0.000   0.000   0.074   0.000   0.476
   -70.75    43.75    1938   0.022   0.037   0.000   0.000   0.238   0.272   0.000   0.000   0.000   0.000   0.081   0.000   0.650
   -70.75    43.75    1939   0.019   0.034   0.000   0.000   0.195   0.220   0.000   0.000   0.000   0.000   0.052   0.000   0.519
   -70.75    43.75    1940   0.021   0.037   0.000   0.000   0.208   0.228   0.000   0.000   0.000   0.000   0.053   0.000   0.547
   -70.75    43.75    1941   0.019   0.040   0.000   0.000   0.229   0.260   0.000   0.000   0.000   0.000   0.048   0.000   0.596
   -70.75    43.75    1942   0.022   0.042   0.000   0.000   0.229   0.238   0.000   0.000   0.000   0.000   0.029   0.000   0.560
   -70.75    43.75    1943   0.024   0.047   0.000   0.000   0.236   0.269   0.000   0.000   0.000   0.000   0.020   0.000   0.595
   -70.75    43.75    1944   0.020   0.041   0.000   0.000   0.240   0.254   0.000   0.000   0.000   0.000   0.011   0.000   0.565
   -70.75    43.75    1945   0.027   0.049   0.000   0.000   0.243   0.279   0.000   0.000   0.000   0.000   0.006   0.000   0.604
   -70.75    43.75    1946   0.025   0.048   0.000   0.000   0.257   0.281   0.000   0.000   0.000   0.000   0.001   0.000   0.612
   -70.75    43.75    1947   0.017   0.036   0.000   0.000   0.196   0.193   0.000   0.000   0.000   0.000  -0.000   0.000   0.442
   -70.75    43.75    1948   0.022   0.040   0.000   0.000   0.197   0.209   0.000   0.000   0.000   0.000   0.000   0.000   0.468
   -70.75    43.75    1949   0.019   0.038   0.000   0.000   0.190   0.214   0.000   0.000   0.000   0.000   0.001   0.000   0.461
   -70.75    43.75    1950   0.023   0.042   0.000   0.000   0.202   0.225   0.000   0.000   0.000   0.000   0.000   0.000   0.491
   -70.75    43.75    1951   0.025   0.044   0.000   0.000   0.204   0.235   0.000   0.000   0.000   0.000   0.000   0.000   0.508
   -70.75    43.75    1952   0.014   0.028   0.000   0.000   0.137   0.158   0.000   0.000   0.000   0.000   0.000   0.000   0.338
   -70.75    43.75    1953   0.025   0.045   0.000   0.000   0.192   0.223   0.000   0.000   0.000   0.000   0.089   0.000   0.574
   -70.75    43.75    1954   0.027   0.045   0.000   0.000   0.218   0.259   0.000   0.000   0.000   0.000   0.084   0.000   0.633
   -70.75    43.75    1955   0.019   0.038   0.000   0.000   0.199   0.245   0.000   0.000   0.000   0.000   0.085   0.000   0.586
   -70.75    43.75    1956   0.026   0.042   0.000   0.000   0.185   0.222   0.000   0.000   0.000   0.000   0.073   0.000   0.548
   -70.75    43.75    1957   0.013   0.018   0.000   0.000   0.138   0.138   0.000   0.000   0.000   0.000   0.061   0.000   0.368
   -70.75    43.75    1958   0.023   0.026   0.000   0.000   0.164   0.173   0.000   0.000   0.000   0.000   0.078   0.000   0.464
   -70.75    43.75    1959   0.012   0.023   0.000   0.000   0.109   0.105   0.000   0.000   0.000   0.000   0.138   0.000   0.387
   -70.75    43.75    1960   0.014   0.025   0.000   0.000   0.128   0.111   0.000   0.000   0.000   0.000   0.145   0.000   0.423
   -70.75    43.75    1961   0.018   0.038   0.000   0.000   0.123   0.121   0.000   0.000   0.000   0.000   0.214   0.000   0.514
   -70.75    43.75    1962   0.019   0.042   0.000   0.000   0.103   0.049   0.000   0.000   0.000   0.000   0.215   0.000   0.428
   -70.75    43.75    1963   0.023   0.052   0.000   0.000   0.108   0.058   0.000   0.000   0.000   0.000   0.205   0.000   0.445
   -70.75    43.75    1964   0.027   0.065   0.000   0.000   0.120   0.075   0.000   0.000   0.000   0.000   0.281   0.000   0.569
   -70.75    43.75    1965   0.026   0.066   0.000   0.000   0.104   0.074   0.000   0.000   0.000   0.000   0.188   0.000   0.458
   -70.75    43.75    1966   0.032   0.083   0.000   0.000   0.059   0.083   0.000   0.000   0.000   0.000   0.204   0.000   0.462
   -70.75    43.75    1967   0.024   0.064   0.000   0.000   0.057   0.071   0.000   0.000   0.000   0.000   0.147   0.000   0.363
   -70.75    43.75    1968   0.030   0.074   0.000   0.000   0.075   0.093   0.000   0.000   0.000   0.000   0.162   0.000   0.434
   -70.75    43.75    1969   0.034   0.084   0.000   0.000   0.083   0.107   0.000   0.000   0.000   0.000   0.250   0.000   0.558
   -70.75    43.75    1970   0.040   0.098   0.000   0.000   0.093   0.118   0.000   0.000   0.000   0.000   0.209   0.000   0.558
   -70.75    43.75    1971   0.043   0.101   0.000   0.000   0.097   0.122   0.000   0.000   0.000   0.000   0.184   0.000   0.547
   -70.75    43.75    1972   0.046   0.110   0.000   0.000   0.096   0.132   0.000   0.000   0.000   0.000   0.173   0.000   0.558
   -70.75    43.75    1973   0.057   0.139   0.000   0.000   0.113   0.167   0.000   0.000   0.000   0.000   0.153   0.000   0.629
   -70.75    43.75    1974   0.058   0.135   0.000   0.000   0.099   0.156   0.000   0.000   0.000   0.000   0.111   0.000   0.559
   -70.75    43.75    1975   0.052   0.119   0.000   0.000   0.125   0.167   0.000   0.000   0.000   0.000   0.030   0.000   0.492
   -70.75    43.75    1976   0.055   0.124   0.000   0.000   0.123   0.178   0.000   0.000   0.000   0.000   0.021   0.000   0.501
   -70.75    43.75    1977   0.062   0.142   0.000   0.000   0.136   0.212   0.000   0.000   0.000   0.000   0.115   0.000   0.667
   -70.75    43.75    1978   0.044   0.084   0.000   0.000   0.089   0.120   0.000   0.000   0.000   0.000   0.071   0.000   0.409
   -70.75    43.75    1979   0.051   0.099   0.000   0.000   0.113   0.159   0.000   0.000   0.000   0.000   0.103   0.000   0.525
   -70.75    43.75    1980   0.046   0.102   0.000   0.000   0.103   0.155   0.000   0.000   0.000   0.000   0.159   0.000   0.565
   -70.75    43.75    1981   0.051   0.113   0.000   0.000   0.118   0.194   0.000   0.000   0.000   0.000   0.186   0.000   0.662
   -70.75    43.75    1982   0.053   0.115   0.000   0.000   0.126   0.201   0.000   0.000   0.000   0.000   0.139   0.000   0.634
   -70.75    43.75    1983   0.056   0.125   0.000   0.000   0.114   0.201   0.000   0.000   0.000   0.000   0.125   0.000   0.622
   -70.75    43.75    1984   0.059   0.130   0.000   0.000   0.117   0.214   0.000   0.000   0.000   0.000   0.103   0.000   0.624
   -70.75    43.75    1985   0.059   0.128   0.000   0.000   0.119   0.219   0.000   0.000   0.000   0.000   0.077   0.000   0.601
   -70.75    43.75    1986   0.066   0.151   0.000   0.000   0.144   0.284   0.000   0.000   0.000   0.000   0.073   0.000   0.718
   -70.75    43.75    1987   0.065   0.145   0.000   0.000   0.132   0.268   0.000   0.000   0.000   0.000   0.047   0.000   0.658
   -70.75    43.75    1988   0.061   0.143   0.000   0.000   0.134   0.278   0.000   0.000   0.000   0.000   0.028   0.000   0.644
   -70.75    43.75    1989   0.064   0.144   0.000   0.000   0.134   0.301   0.000   0.000   0.000   0.000   0.018   0.000   0.661
   -70.75    43.75    1990   0.065   0.151   0.000   0.000   0.156   0.356   0.000   0.000   0.000   0.000   0.012   0.000   0.739
   -70.75    43.75    1991   0.061   0.133   0.000   0.000   0.138   0.335   0.000   0.000   0.000   0.000   0.003   0.000   0.670
   -70.75    43.75    1992   0.060   0.134   0.000   0.000   0.146   0.341   0.000   0.000   0.000   0.000  -0.000   0.000   0.680
   -70.75    43.75    1993   0.056   0.120   0.000   0.000   0.136   0.337   0.000   0.000   0.000   0.000   0.001   0.000   0.649
   -70.75    43.75    1994   0.057   0.117   0.000   0.000   0.152   0.405   0.000   0.000   0.000   0.000   0.000   0.000   0.731
   -70.75    43.75    1995   0.051   0.096   0.000   0.000   0.133   0.358   0.000   0.000   0.000   0.000   0.000   0.000   0.638
   -70.75    43.75    1996   0.054   0.105   0.000   0.000   0.156   0.433   0.000   0.000   0.000   0.000   0.000   0.000   0.748
   -70.75    43.75    1997   0.052   0.098   0.000   0.000   0.147   0.407   0.000   0.000   0.000   0.000   0.000   0.000   0.703
   -70.75    43.75    1998   0.050   0.092   0.000   0.000   0.160   0.464   0.000   0.000   0.000   0.000   0.000   0.000   0.767
   -70.75    43.75    1999   0.048   0.078   0.000   0.000   0.124   0.372   0.000   0.000   0.000   0.000   0.000   0.000   0.622
   -70.75    43.75    2000   0.053   0.086   0.000   0.000   0.145   0.449   0.000   0.000   0.000   0.000   0.000   0.000   0.733
   -70.75    43.75    2001   0.041   0.060   0.000   0.000   0.118   0.345   0.000   0.000   0.000   0.000   0.000   0.000   0.565
   -70.75    43.75    2002   0.042   0.062   0.000   0.000   0.123   0.396   0.000   0.000   0.000   0.000   0.000   0.000   0.623
   -70.75    43.75    2003   0.044   0.064   0.000   0.000   0.147   0.457   0.000   0.000   0.000   0.000   0.000   0.000   0.712
   -70.75    43.75    2004   0.047   0.066   0.000   0.000   0.161   0.496   0.000   0.000   0.000   0.000   0.000   0.000   0.769
   -70.75    43.75    2005   0.035   0.050   0.000   0.000   0.118   0.396   0.000   0.000   0.000   0.000   0.000   0.000   0.600
   -70.75    43.75    2006   0.048   0.061   0.000   0.000   0.157   0.519   0.000   0.000   0.000   0.000   0.000   0.000   0.784
   -70.75    43.75    2007   0.042   0.048   0.000   0.000   0.140   0.434   0.000   0.000   0.000   0.000   0.000   0.000   0.665
   -70.75    43.75    2008   0.042   0.050   0.000   0.000   0.162   0.519   0.000   0.000   0.000   0.000   0.000   0.000   0.773
   -70.75    43.75    2009   0.045   0.048   0.000   0.000   0.137   0.377   0.000   0.000   0.000   0.000   0.000   0.000   0.607
   -70.75    43.75    2010   0.040   0.039   0.000   0.000   0.133   0.372   0.000   0.000   0.000   0.000  -0.000   0.000   0.583
   -70.75    43.75    2011   0.041   0.045   0.000   0.000   0.143   0.412   0.000   0.000   0.000   0.000   0.115   0.000   0.755
   -70.75    43.75    2012   0.042   0.046   0.000   0.000   0.148   0.431   0.000   0.000   0.000   0.000   0.108   0.000   0.775
   -70.75    43.75    2013   0.038   0.038   0.000   0.000   0.143   0.414   0.000   0.000   0.000   0.000   0.096   0.000   0.729
   -70.75    43.75    2014   0.042   0.046   0.000   0.000   0.124   0.291   0.000   0.000   0.000   0.000   0.096   0.000   0.600
   -71.75    42.75    1901   0.006   0.021   0.000   0.000   0.414   0.067   0.000   0.000   0.000   0.000   0.069   0.000   0.577
   -71.75    42.75    1902   0.009   0.031   0.000   0.000   0.467   0.077   0.000   0.000   0.000   0.000   0.082   0.000   0.665
   -71.75    42.75    1903   0.006   0.023   0.000   0.000   0.394   0.068   0.000   0.000   0.000   0.000   0.064   0.000   0.555
   -71.75    42.75    1904   0.006   0.021   0.000   0.000   0.344   0.059   0.000   0.000   0.000   0.000   0.054   0.000   0.485
   -71.75    42.75    1905   0.006   0.023   0.000   0.000   0.285   0.057   0.000   0.000   0.000   0.000   0.059   0.000   0.430
   -71.75    42.75    1906   0.007   0.022   0.000   0.000   0.212   0.040   0.000   0.000   0.000   0.000   0.082   0.000   0.363
   -71.75    42.75    1907   0.008   0.026   0.000   0.000   0.268   0.053   0.000   0.000   0.000   0.000   0.105   0.000   0.460
   -71.75    42.75    1908   0.007   0.023   0.000   0.000   0.219   0.041   0.000   0.000   0.000   0.000   0.090   0.000   0.380
   -71.75    42.75    1909   0.007   0.022   0.000   0.000   0.225   0.045   0.000   0.000   0.000   0.000   0.113   0.000   0.412
   -71.75    42.75    1910   0.008   0.024   0.000   0.000   0.222   0.042   0.000   0.000   0.000   0.000   0.089   0.000   0.386
   -71.75    42.75    1911   0.010   0.029   0.000   0.000   0.285   0.051   0.000   0.000   0.000   0.000   0.096   0.000   0.472
   -71.75    42.75    1912   0.010   0.030   0.000   0.000   0.325   0.057   0.000   0.000   0.000   0.000   0.095   0.000   0.516
   -71.75    42.75    1913   0.008   0.024   0.000   0.000   0.223   0.040   0.000   0.000   0.000   0.000   0.018   0.000   0.313
   -71.75    42.75    1914   0.011   0.031   0.000   0.000   0.277   0.046   0.000   0.000   0.000   0.000   0.014   0.000   0.380
   -71.75    42.75    1915   0.013   0.039   0.000   0.000   0.369   0.074   0.000   0.000   0.000   0.000   0.084   0.000   0.579
   -71.75    42.75    1916   0.014   0.042   0.000   0.000   0.418   0.079   0.000   0.000   0.000   0.000   0.109   0.000   0.662
   -71.75    42.75    1917   0.012   0.036   0.000   0.000   0.279   0.060   0.000   0.000   0.000   0.000   0.065   0.000   0.452
   -71.75    42.75    1918   0.013   0.040   0.000   0.000   0.354   0.071   0.000   0.000   0.000   0.000   0.083   0.000   0.560
   -71.75    42.75    1919   0.011   0.035   0.000   0.000   0.271   0.061   0.000   0.000   0.000   0.000   0.056   0.000   0.435
   -71.75    42.75    1920   0.013   0.040   0.000   0.000   0.381   0.076   0.000   0.000   0.000   0.000   0.063   0.000   0.573
   -71.75    42.75    1921   0.014   0.045   0.000   0.000   0.368   0.078   0.000   0.000   0.000   0.000   0.066   0.000   0.571
   -71.75    42.75    1922   0.011   0.035   0.000   0.000   0.384   0.071   0.000   0.000   0.000   0.000   0.082   0.000   0.583
   -71.75    42.75    1923   0.007   0.024   0.000   0.000   0.236   0.044   0.000   0.000   0.000   0.000   0.071   0.000   0.383
   -71.75    42.75    1924   0.009   0.027   0.000   0.000   0.247   0.042   0.000   0.000   0.000   0.000   0.073   0.000   0.397
   -71.75    42.75    1925   0.008   0.024   0.000   0.000   0.195   0.040   0.000   0.000   0.000   0.000   0.000   0.000   0.267
   -71.75    42.75    1926   0.006   0.019   0.000   0.000   0.170   0.033   0.000   0.000   0.000   0.000   0.000   0.000   0.228
   -71.75    42.75    1927   0.013   0.046   0.000   0.000   0.187   0.031   0.000   0.000   0.000   0.000   0.181   0.000   0.458
   -71.75    42.75    1928   0.013   0.044   0.000   0.000   0.198   0.037   0.000   0.000   0.000   0.000   0.199   0.000   0.490
   -71.75    42.75    1929   0.012   0.045   0.000   0.000   0.142   0.037   0.000   0.000   0.000   0.000   0.203   0.000   0.438
   -71.75    42.75    1930   0.009   0.033   0.000   0.000   0.118   0.035   0.000   0.000   0.000   0.000   0.226   0.000   0.421
   -71.75    42.75    1931   0.016   0.058   0.000   0.000   0.224   0.051   0.000   0.000   0.000   0.000   0.236   0.000   0.586
   -71.75    42.75    1932   0.012   0.044   0.000   0.000   0.138   0.042   0.000   0.000   0.000   0.000   0.163   0.000   0.399
   -71.75    42.75    1933   0.015   0.056   0.000   0.000   0.173   0.048   0.000   0.000   0.000   0.000   0.192   0.000   0.484
   -71.75    42.75    1934   0.019   0.068   0.000   0.000   0.211   0.060   0.000   0.000   0.000   0.000   0.206   0.000   0.564
   -71.75    42.75    1935   0.018   0.068   0.000   0.000   0.216   0.067   0.000   0.000   0.000   0.000   0.189   0.000   0.558
   -71.75    42.75    1936   0.010   0.035   0.000   0.000   0.155   0.032   0.000   0.000   0.000   0.000   0.136   0.000   0.368
   -71.75    42.75    1937   0.014   0.045   0.000   0.000   0.189   0.032   0.000   0.000   0.000   0.000   0.152   0.000   0.432
   -71.75    42.75    1938   0.017   0.057   0.000   0.000   0.241   0.049   0.000   0.000   0.000   0.000   0.253   0.000   0.617
   -71.75    42.75    1939   0.013   0.043   0.000   0.000   0.141   0.037   0.000   0.000   0.000   0.000   0.175   0.000   0.408
   -71.75    42.75    1940   0.017   0.054   0.000   0.000   0.169   0.043   0.000   0.000   0.000   0.000   0.193   0.000   0.475
   -71.75    42.75    1941   0.012   0.040   0.000   0.000   0.160   0.031   0.000   0.000   0.000   0.000   0.204   0.000   0.446
   -71.75    42.75    1942   0.017   0.054   0.000   0.000   0.208   0.036   0.000   0.000   0.000   0.000   0.227   0.000   0.541
   -71.75    42.75    1943   0.013   0.040   0.000   0.000   0.176   0.033   0.000   0.000   0.000   0.000   0.211   0.000   0.471
   -71.75    42.75    1944   0.011   0.035   0.000   0.000   0.129   0.027   0.000   0.000   0.000   0.000   0.154   0.000   0.357
   -71.75    42.75    1945   0.023   0.065   0.000   0.000   0.251   0.044   0.000   0.000   0.000   0.000   0.226   0.000   0.609
   -71.75    42.75    1946   0.021   0.061   0.000   0.000   0.258   0.045   0.000   0.000   0.000   0.000   0.209   0.000   0.595
   -71.75    42.75    1947   0.019   0.056   0.000   0.000   0.201   0.040   0.000   0.000   0.000   0.000   0.174   0.000   0.490
   -71.75    42.75    1948   0.020   0.055   0.000   0.000   0.201   0.043   0.000   0.000   0.000   0.000   0.161   0.000   0.480
   -71.75    42.75    1949   0.021   0.057   0.000   0.000   0.226   0.044   0.000   0.000   0.000   0.000   0.146   0.000   0.493
   -71.75    42.75    1950   0.023   0.061   0.000   0.000   0.212   0.042   0.000   0.000   0.000   0.000   0.116   0.000   0.454
   -71.75    42.75    1951   0.033   0.085   0.000   0.000   0.310   0.056   0.000   0.000   0.000   0.000   0.131   0.000   0.616
   -71.75    42.75    1952   0.027   0.071   0.000   0.000   0.253   0.050   0.000   0.000   0.000   0.000   0.089   0.000   0.490
   -71.75    42.75    1953   0.035   0.090   0.000   0.000   0.279   0.062   0.000   0.000   0.000   0.000   0.077   0.000   0.542
   -71.75    42.75    1954   0.037   0.098   0.000   0.000   0.387   0.077   0.000   0.000   0.000   0.000   0.056   0.000   0.655
   -71.75    42.75    1955   0.028   0.076   0.000   0.000   0.295   0.068   0.000   0.000   0.000   0.000   0.034   0.000   0.501
   -71.75    42.75    1956   0.031   0.085   0.000   0.000   0.286   0.068   0.000   0.000   0.000   0.000   0.026   0.000   0.497
   -71.75    42.75    1957   0.027   0.077   0.000   0.000   0.287   0.067   0.000   0.000   0.000   0.000   0.017   0.000   0.476
   -71.75    42.75    1958   0.031   0.089   0.000   0.000   0.328   0.074   0.000   0.000   0.000   0.000   0.015   0.000   0.536
   -71.75    42.75    1959   0.024   0.070   0.000   0.000   0.316   0.071   0.000   0.000   0.000   0.000   0.007   0.000   0.488
   -71.75    42.75    1960   0.031   0.091   0.000   0.000   0.435   0.093   0.000   0.000   0.000   0.000   0.002   0.000   0.652
   -71.75    42.75    1961   0.024   0.074   0.000   0.000   0.357   0.079   0.000   0.000   0.000   0.000  -0.001   0.000   0.534
   -71.75    42.75    1962   0.011   0.041   0.000   0.000   0.276   0.064   0.000   0.000   0.000   0.000  -0.000   0.000   0.392
   -71.75    42.75    1963   0.007   0.027   0.000   0.000   0.196   0.044   0.000   0.000   0.000   0.000   0.000   0.000   0.274
   -71.75    42.75    1964   0.006   0.023   0.000   0.000   0.170   0.036   0.000   0.000   0.000   0.000  -0.000   0.000   0.235
   -71.75    42.75    1965   0.011   0.036   0.000   0.000   0.251   0.044   0.000   0.000   0.000   0.000  -0.000   0.000   0.343
   -71.75    42.75    1966   0.014   0.053   0.000   0.000   0.274   0.054   0.000   0.000   0.000   0.000   0.072   0.000   0.468
   -71.75    42.75    1967   0.013   0.051   0.000   0.000   0.381   0.078   0.000   0.000   0.000   0.000   0.098   0.000   0.622
   -71.75    42.75    1968   0.014   0.055   0.000   0.000   0.435   0.085   0.000   0.000   0.000   0.000   0.083   0.000   0.672
   -71.75    42.75    1969   0.011   0.048   0.000   0.000   0.419   0.088   0.000   0.000   0.000   0.000   0.078   0.000   0.644
   -71.75    42.75    1970   0.008   0.037   0.000   0.000   0.320   0.071   0.000   0.000   0.000   0.000   0.060   0.000   0.495
   -71.75    42.75    1971   0.008   0.036   0.000   0.000   0.311   0.064   0.000   0.000   0.000   0.000   0.060   0.000   0.479
   -71.75    42.75    1972   0.010   0.042   0.000   0.000   0.355   0.074   0.000   0.000   0.000   0.000   0.072   0.000   0.552
   -71.75    42.75    1973   0.011   0.048   0.000   0.000   0.397   0.086   0.000   0.000   0.000   0.000   0.067   0.000   0.609
   -71.75    42.75    1974   0.008   0.034   0.000   0.000   0.281   0.065   0.000   0.000   0.000   0.000   0.056   0.000   0.444
   -71.75    42.75    1975   0.008   0.037   0.000   0.000   0.338   0.072   0.000   0.000   0.000   0.000   0.056   0.000   0.511
   -71.75    42.75    1976   0.009   0.038   0.000   0.000   0.356   0.076   0.000   0.000   0.000   0.000   0.053   0.000   0.532
   -71.75    42.75    1977   0.009   0.037   0.000   0.000   0.356   0.079   0.000   0.000   0.000   0.000   0.052   0.000   0.533
   -71.75    42.75    1978   0.008   0.034   0.000   0.000   0.132   0.046   0.000   0.000   0.000   0.000   0.034   0.000   0.253
   -71.75    42.75    1979   0.011   0.044   0.000   0.000   0.222   0.071   0.000   0.000   0.000   0.000   0.036   0.000   0.384
   -71.75    42.75    1980   0.013   0.051   0.000   0.000   0.168   0.061   0.000   0.000   0.000   0.000   0.148   0.000   0.440
   -71.75    42.75    1981   0.015   0.057   0.000   0.000   0.266   0.097   0.000   0.000   0.000   0.000   0.223   0.000   0.658
   -71.75    42.75    1982   0.014   0.055   0.000   0.000   0.227   0.084   0.000   0.000   0.000   0.000   0.145   0.000   0.526
   -71.75    42.75    1983   0.013   0.050   0.000   0.000   0.179   0.074   0.000   0.000   0.000   0.000   0.139   0.000   0.454
   -71.75    42.75    1984   0.015   0.057   0.000   0.000   0.211   0.085   0.000   0.000   0.000   0.000   0.121   0.000   0.488
   -71.75    42.75    1985   0.013   0.053   0.000   0.000   0.210   0.083   0.000   0.000   0.000   0.000   0.116   0.000   0.476
   -71.75    42.75    1986   0.016   0.065   0.000   0.000   0.324   0.124   0.000   0.000   0.000   0.000   0.144   0.000   0.673
   -71.75    42.75    1987   0.015   0.064   0.000   0.000   0.283   0.112   0.000   0.000   0.000   0.000   0.134   0.000   0.607
   -71.75    42.75    1988   0.014   0.063   0.000   0.000   0.273   0.115   0.000   0.000   0.000   0.000   0.137   0.000   0.603
   -71.75    42.75    1989   0.015   0.064   0.000   0.000   0.288   0.122   0.000   0.000   0.000   0.000   0.131   0.000   0.619
   -71.75    42.75    1990   0.015   0.065   0.000   0.000   0.301   0.132   0.000   0.000   0.000   0.000   0.121   0.000   0.635
   -71.75    42.75    1991   0.013   0.057   0.000   0.000   0.226   0.106   0.000   0.000   0.000   0.000   0.094   0.000   0.497
   -71.75    42.75    1992   0.014   0.057   0.000   0.000   0.240   0.099   0.000   0.000   0.000   0.000   0.089   0.000   0.500
   -71.75    42.75    1993   0.013   0.050   0.000   0.000   0.188   0.077   0.000   0.000   0.000   0.000   0.072   0.000   0.400
   -71.75    42.75    1994   0.021   0.080   0.000   0.000   0.324   0.123   0.000   0.000   0.000   0.000   0.077   0.000   0.624
   -71.75    42.75    1995   0.016   0.062   0.000   0.000   0.260   0.104   0.000   0.000   0.000   0.000   0.058   0.000   0.501
   -71.75    42.75    1996   0.017   0.067   0.000   0.000   0.281   0.114   0.000   0.000   0.000   0.000   0.042   0.000   0.521
   -71.75    42.75    1997   0.017   0.062   0.000   0.000   0.281   0.109   0.000   0.000   0.000   0.000   0.040   0.000   0.509
   -71.75    42.75    1998   0.020   0.076   0.000   0.000   0.374   0.138   0.000   0.000   0.000   0.000   0.027   0.000   0.635
   -71.75    42.75    1999   0.019   0.071   0.000   0.000   0.336   0.124   0.000   0.000   0.000   0.000   0.018   0.000   0.568
   -71.75    42.75    2000   0.012   0.052   0.000   0.000   0.378   0.107   0.000   0.000   0.000   0.000   0.016   0.000   0.565
   -71.75    42.75    2001   0.009   0.038   0.000   0.000   0.276   0.076   0.000   0.000   0.000   0.000   0.006   0.000   0.406
   -71.75    42.75    2002   0.012   0.051   0.000   0.000   0.301   0.090   0.000   0.000   0.000   0.000   0.082   0.000   0.535
   -71.75    42.75    2003   0.010   0.047   0.000   0.000   0.347   0.106   0.000   0.000   0.000   0.000   0.095   0.000   0.606
   -71.75    42.75    2004   0.008   0.031   0.000   0.000   0.309   0.105   0.000   0.000   0.000   0.000   0.093   0.000   0.547
   -71.75    42.75    2005   0.010   0.031   0.000   0.000   0.289   0.104   0.000   0.000   0.000   0.000   0.085   0.000   0.518
   -71.75    42.75    2006   0.013   0.038   0.000   0.000   0.342   0.129   0.000   0.000   0.000   0.000   0.082   0.000   0.604
   -71.75    42.75    2007   0.015   0.039   0.000   0.000   0.300   0.104   0.000   0.000   0.000   0.000   0.070   0.000   0.528
   -71.75    42.75    2008   0.014   0.034   0.000   0.000   0.258   0.080   0.000   0.000   0.000   0.000   0.078   0.000   0.464
   -71.75    42.75    2009   0.017   0.042   0.000   0.000   0.282   0.090   0.000   0.000   0.000   0.000   0.071   0.000   0.502
   -71.75    42.75    2010   0.018   0.048   0.000   0.000   0.160   0.061   0.000   0.000   0.000   0.000   0.138   0.000   0.425
   -71.75    42.75    2011   0.019   0.050   0.000   0.000   0.251   0.087   0.000   0.000   0.000   0.000   0.145   0.000   0.552
   -71.75    42.75    2012   0.025   0.067   0.000   0.000   0.305   0.117   0.000   0.000   0.000   0.000   0.149   0.000   0.663
   -71.75    42.75    2013   0.023   0.065   0.000   0.000   0.307   0.130   0.000   0.000   0.000   0.000   0.105   0.000   0.630
   -71.75    42.75    2014   0.022   0.063   0.000   0.000   0.295   0.118   0.000   0.000   0.000   0.000   0.078   0.000   0.576
   -72.25    44.25    1901   0.200   0.136   0.000   0.000   0.091   0.014   0.000   0.000   0.000   0.000   0.158   0.000   0.600
   -72.25    44.25    1902   0.218   0.152   0.000   0.000   0.078   0.013   0.000   0.000   0.000   0.000   0.139   0.000   0.599
   -72.25    44.25    1903   0.210   0.138   0.000   0.000   0.069   0.013   0.000   0.000   0.000   0.000   0.139   0.000   0.570
   -72.25    44.25    1904   0.198   0.133   0.000   0.000   0.077   0.012   0.000   0.000   0.000   0.000   0.106   0.000   0.526
   -72.25    44.25    1905   0.205   0.136   0.000   0.000   0.080   0.012   0.000   0.000   0.000   0.000   0.116   0.000   0.549
   -72.25    44.25    1906   0.217   0.141   0.000   0.000   0.083   0.013   0.000   0.000   0.000   0.000   0.097   0.000   0.550
   -72.25    44.25    1907   0.207   0.135   0.000   0.000   0.069   0.012   0.000   0.000   0.000   0.000   0.095   0.000   0.518
   -72.25    44.25    1908   0.215   0.126   0.000   0.000   0.062   0.012   0.000   0.000   0.000   0.000   0.092   0.000   0.507
   -72.25    44.25    1909   0.204   0.128   0.000   0.000   0.060   0.011   0.000   0.000   0.000   0.000   0.082   0.000   0.485
   -72.25    44.25    1910   0.240   0.151   0.000   0.000   0.096   0.014   0.000   0.000   0.000   0.000   0.090   0.000   0.591
   -72.25    44.25    1911   0.212   0.130   0.000   0.000   0.072   0.012   0.000   0.000   0.000   0.000   0.077   0.000   0.502
   -72.25    44.25    1912   0.241   0.147   0.000   0.000   0.089   0.013   0.000   0.000   0.000   0.000   0.086   0.000   0.576
   -72.25    44.25    1913   0.256   0.156   0.000   0.000   0.091   0.014   0.000   0.000   0.000   0.000   0.083   0.000   0.601
   -72.25    44.25    1914   0.234   0.144   0.000   0.000   0.087   0.014   0.000   0.000   0.000   0.000   0.068   0.000   0.547
   -72.25    44.25    1915   0.242   0.145   0.000   0.000   0.096   0.014   0.000   0.000   0.000   0.000   0.065   0.000   0.562
   -72.25    44.25    1916   0.211   0.115   0.000   0.000   0.087   0.007   0.000   0.000   0.000   0.000   0.035   0.000   0.456
