      Lon      Lat    Year     BNE    BINE     BNS    TeNE    TeBS     IBS    TeBE    TrBE   TrIBE    TrBR     C3G     C4G   Total
   -70.25    47.75    1901   0.446   0.124   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.035   0.000   0.608
   -70.25    47.75    1902   0.458   0.128   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.029   0.000   0.618
   -70.25    47.75    1903   0.474   0.134   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.026   0.000   0.636
   -70.25    47.75    1904   0.450   0.128   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.022   0.000   0.604
   -70.25    47.75    1905   0.440   0.125   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.017   0.000   0.586
   -70.25    47.75    1906   0.421   0.121   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.012   0.000   0.556
   -70.25    47.75    1907   0.406   0.117   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.008   0.000   0.534
   -70.25    47.75    1908   0.444   0.126   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.007   0.000   0.580
   -70.25    47.75    1909   0.456   0.130   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.005   0.000   0.593
   -70.25    47.75    1910   0.472   0.135   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.004   0.000   0.614
   -70.25    47.75    1911   0.451   0.129   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.003   0.000   0.586
   -70.25    47.75    1912   0.419   0.120   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.002   0.000   0.543
   -70.25    47.75    1913   0.442   0.126   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.001   0.000   0.572
   -70.25    47.75    1914   0.357   0.103   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.001   0.000   0.462
   -70.25    47.75    1915   0.333   0.097   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.000   0.000   0.432
   -70.25    47.75    1916   0.288   0.082   0.000   0.000   0.000   0.001   0.000   0.000   0.000   0.000   0.000   0.000   0.371
   -70.25    47.75    1917   0.336   0.090   0.000   0.000   0.000   0.001   0.000   0.000   0.000   0.000   0.000   0.000   0.427
   -70.25    47.75    1918   0.427   0.110   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.000   0.000   0.539
   -70.25    47.75    1919   0.481   0.123   0.000   0.000   0.000   0.001   0.000   0.000   0.000   0.000   0.000   0.000   0.606
   -70.25    47.75    1920   0.481   0.126   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.000   0.000   0.608
   -70.25    47.75    1921   0.403   0.106   0.000   0.000   0.000   0.001   0.000   0.000   0.000   0.000   0.000   0.000   0.510
   -70.25    47.75    1922   0.438   0.115   0.000   0.000   0.000   0.001   0.000   0.000   0.000   0.000   0.000   0.000   0.554
   -70.25    47.75    1923   0.377   0.099   0.000   0.000   0.000   0.001   0.000   0.000   0.000   0.000   0.000   0.000   0.477
   -70.25    47.75    1924   0.380   0.099   0.000   0.000   0.000   0.001   0.000   0.000   0.000   0.000   0.000   0.000   0.480
   -70.25    47.75    1925   0.341   0.082   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.423
   -70.25    47.75    1926   0.326   0.079   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.001   0.000   0.406
   -70.25    47.75    1927   0.340   0.088   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.055   0.000   0.486
   -70.25    47.75    1928   0.354   0.088   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.068   0.000   0.514
   -70.25    47.75    1929   0.353   0.089   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.077   0.000   0.523
   -70.25    47.75    1930   0.427   0.106   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.083   0.000   0.620
   -70.25    47.75    1931   0.463   0.116   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.072   0.000   0.655
   -70.25    47.75    1932   0.443   0.112   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.072   0.000   0.630
   -70.25    47.75    1933   0.440   0.112   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.050   0.000   0.606
   -70.25    47.75    1934   0.419   0.107   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.063   0.000   0.592
   -70.25    47.75    1935   0.398   0.104   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.055   0.000   0.560
   -70.25    47.75    1936   0.412   0.105   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.062   0.000   0.582
   -70.25    47.75    1937   0.422   0.110   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.055   0.000   0.591
   -70.25    47.75    1938   0.469   0.120   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.061   0.000   0.653
   -70.25    47.75    1939   0.433   0.112   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.053   0.000   0.601
   -70.25    47.75    1940   0.453   0.116   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.043   0.000   0.615
   -70.25    47.75    1941   0.436   0.112   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.046   0.000   0.596
   -70.25    47.75    1942   0.447   0.115   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.043   0.000   0.607
   -70.25    47.75    1943   0.411   0.105   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.039   0.000   0.558
   -70.25    47.75    1944   0.390   0.100   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.036   0.000   0.528
   -70.25    47.75    1945   0.399   0.102   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.036   0.000   0.539
   -70.25    47.75    1946   0.396   0.099   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.032   0.000   0.529
   -70.25    47.75    1947   0.379   0.095   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.027   0.000   0.502
   -70.25    47.75    1948   0.343   0.090   0.000   0.000   0.000   0.002   0.000   0.000   0.000   0.000   0.030   0.000   0.466
   -70.25    47.75    1949   0.419   0.111   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.030   0.000   0.563
   -70.25    47.75    1950   0.409   0.117   0.000   0.000   0.000   0.006   0.000   0.000   0.000   0.000   0.095   0.000   0.628
   -70.25    47.75    1951   0.418   0.119   0.000   0.000   0.000   0.006   0.000   0.000   0.000   0.000   0.102   0.000   0.645
   -70.25    47.75    1952   0.396   0.114   0.000   0.000   0.000   0.006   0.000   0.000   0.000   0.000   0.093   0.000   0.609
   -70.25    47.75    1953   0.353   0.105   0.000   0.000   0.000   0.005   0.000   0.000   0.000   0.000   0.071   0.000   0.534
   -70.25    47.75    1954   0.376   0.108   0.000   0.000   0.000   0.005   0.000   0.000   0.000   0.000   0.071   0.000   0.560
   -70.25    47.75    1955   0.403   0.116   0.000   0.000   0.000   0.005   0.000   0.000   0.000   0.000   0.062   0.000   0.587
   -70.25    47.75    1956   0.381   0.110   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.053   0.000   0.548
   -70.25    47.75    1957   0.399   0.116   0.000   0.000   0.000   0.006   0.000   0.000   0.000   0.000   0.060   0.000   0.581
   -70.25    47.75    1958   0.435   0.126   0.000   0.000   0.000   0.005   0.000   0.000   0.000   0.000   0.057   0.000   0.623
   -70.25    47.75    1959   0.442   0.132   0.000   0.000   0.000   0.006   0.000   0.000   0.000   0.000   0.058   0.000   0.639
   -70.25    47.75    1960   0.419   0.125   0.000   0.000   0.000   0.006   0.000   0.000   0.000   0.000   0.051   0.000   0.602
   -70.25    47.75    1961   0.448   0.132   0.000   0.000   0.000   0.006   0.000   0.000   0.000   0.000   0.052   0.000   0.638
   -70.25    47.75    1962   0.483   0.142   0.000   0.000   0.000   0.006   0.000   0.000   0.000   0.000   0.050   0.000   0.681
   -70.25    47.75    1963   0.485   0.146   0.000   0.000   0.000   0.006   0.000   0.000   0.000   0.000   0.044   0.000   0.681
   -70.25    47.75    1964   0.496   0.149   0.000   0.000   0.000   0.006   0.000   0.000   0.000   0.000   0.048   0.000   0.699
   -70.25    47.75    1965   0.451   0.136   0.000   0.000   0.000   0.005   0.000   0.000   0.000   0.000   0.036   0.000   0.628
   -70.25    47.75    1966   0.432   0.133   0.000   0.000   0.000   0.005   0.000   0.000   0.000   0.000   0.035   0.000   0.604
   -70.25    47.75    1967   0.424   0.131   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.032   0.000   0.592
   -70.25    47.75    1968   0.488   0.148   0.000   0.000   0.000   0.005   0.000   0.000   0.000   0.000   0.038   0.000   0.679
   -70.25    47.75    1969   0.424   0.130   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.024   0.000   0.581
   -70.25    47.75    1970   0.434   0.132   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.031   0.000   0.601
   -70.25    47.75    1971   0.462   0.139   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.028   0.000   0.634
   -70.25    47.75    1972   0.454   0.136   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.021   0.000   0.616
   -70.25    47.75    1973   0.501   0.153   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.019   0.000   0.677
   -70.25    47.75    1974   0.469   0.145   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.017   0.000   0.635
   -70.25    47.75    1975   0.486   0.151   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.016   0.000   0.658
   -70.25    47.75    1976   0.499   0.152   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.015   0.000   0.669
   -70.25    47.75    1977   0.521   0.160   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.010   0.000   0.695
   -70.25    47.75    1978   0.498   0.153   0.000   0.000   0.000   0.004   0.000   0.000   0.000   0.000   0.008   0.000   0.664
   -70.25    47.75    1979   0.450   0.140   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.006   0.000   0.599
   -70.25    47.75    1980   0.450   0.138   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.005   0.000   0.596
   -70.25    47.75    1981   0.498   0.151   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.004   0.000   0.656
   -70.25    47.75    1982   0.505   0.149   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.003   0.000   0.660
   -70.25    47.75    1983   0.431   0.130   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.002   0.000   0.566
   -70.25    47.75    1984   0.466   0.139   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.001   0.000   0.609
   -70.25    47.75    1985   0.465   0.136   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.001   0.000   0.605
   -70.25    47.75    1986   0.527   0.151   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.001   0.000   0.683
   -70.25    47.75    1987   0.561   0.165   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.001   0.000   0.730
   -70.25    47.75    1988   0.545   0.162   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.000   0.000   0.710
   -70.25    47.75    1989   0.427   0.131   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.000   0.000   0.562
   -70.25    47.75    1990   0.404   0.124   0.000   0.000   0.000   0.003   0.000   0.000   0.000   0.000   0.000   0.000   0.531
   -70.25    47.75    1991   0.401   0.131   0.000   0.000   0.000   0.007   0.000   0.000   0.000   0.000   0.067   0.000   0.606
   -70.25    47.75    1992   0.392   0.126   0.000   0.000   0.000   0.008   0.000   0.000   0.000   0.000   0.099   0.000   0.626
   -70.25    47.75    1993   0.423   0.137   0.000   0.000   0.000   0.009   0.000   0.000   0.000   0.000   0.094   0.000   0.663
   -70.25    47.75    1994   0.453   0.147   0.000   0.000   0.000   0.009   0.000   0.000   0.000   0.000   0.103   0.000   0.713
   -70.25    47.75    1995   0.375   0.128   0.000   0.000   0.000   0.008   0.000   0.000   0.000   0.000   0.055   0.000   0.565
   -70.25    47.75    1996   0.399   0.134   0.000   0.000   0.000   0.006   0.000   0.000   0.000   0.000   0.070   0.000   0.609
   -70.25    47.75    1997   0.392   0.131   0.000   0.000   0.000   0.007   0.000   0.000   0.000   0.000   0.054   0.000   0.584
   -70.25    47.75    1998   0.432   0.146   0.000   0.000   0.000   0.008   0.000   0.000   0.000   0.000   0.077   0.000   0.662
   -70.25    47.75    1999   0.428   0.149   0.000   0.000   0.000   0.009   0.000   0.000   0.000   0.000   0.064   0.000   0.649
   -70.25    47.75    2000   0.436   0.147   0.000   0.000   0.000   0.008   0.000   0.000   0.000   0.000   0.058   0.000   0.649
   -70.25    47.75    2001   0.471   0.162   0.000   0.000   0.000   0.009   0.000   0.000   0.000   0.000   0.066   0.000   0.708
   -70.25    47.75    2002   0.392   0.137   0.000   0.000   0.000   0.007   0.000   0.000   0.000   0.000   0.041   0.000   0.577
   -70.25    47.75    2003   0.435   0.149   0.000   0.000   0.000   0.008   0.000   0.000   0.000   0.000   0.048   0.000   0.641
   -70.25    47.75    2004   0.453   0.153   0.000   0.000   0.000   0.007   0.000   0.000   0.000   0.000   0.046   0.000   0.659
   -70.25    47.75    2005   0.411   0.128   0.000   0.000   0.000   0.001   0.000   0.000   0.000   0.000  -0.000   0.000   0.540
   -70.25    47.75    2006   0.438   0.136   0.000   0.000   0.000   0.001   0.000   0.000   0.000   0.000   0.000   0.000   0.575
   -70.25    47.75    2007   0.443   0.147   0.000   0.000   0.000   0.008   0.000   0.000   0.000   0.000   0.095   0.000   0.693
   -70.25    47.75    2008   0.456   0.154   0.000   0.000   0.000   0.008   0.000   0.000   0.000   0.000   0.087   0.000   0.705
   -70.25    47.75    2009   0.437   0.147   0.000   0.000   0.000   0.008   0.000   0.000   0.000   0.000   0.098   0.000   0.690
   -70.25    47.75    2010   0.450   0.156   0.000   0.000   0.000   0.008   0.000   0.000   0.000   0.000   0.084   0.000   0.699
   -70.25    47.75    2011   0.453   0.158   0.000   0.000   0.000   0.007   0.000   0.000   0.000   0.000   0.060   0.000   0.679
   -70.25    47.75    2012   0.496   0.180   0.000   0.000   0.000   0.009   0.000   0.000   0.000   0.000   0.076   0.000   0.761
   -70.25    47.75    2013   0.501   0.183   0.000   0.000   0.000   0.009   0.000   0.000   0.000   0.000   0.061   0.000   0.754
   -70.25    47.75    2014   0.469   0.176   0.000   0.000   0.000   0.009   0.000   0.000   0.000   0.000   0.065   0.000   0.719
   -72.75    44.75    1901   0.236   0.198   0.000   0.000   0.018   0.081   0.000   0.000   0.000   0.000   0.105   0.000   0.638
   -72.75    44.75    1902   0.260   0.214   0.000   0.000   0.016   0.071   0.000   0.000   0.000   0.000   0.093   0.000   0.655
   -72.75    44.75    1903   0.240   0.204   0.000   0.000   0.018   0.077   0.000   0.000   0.000   0.000   0.073   0.000   0.612
   -72.75    44.75    1904   0.256   0.209   0.000   0.000   0.017   0.074   0.000   0.000   0.000   0.000   0.057   0.000   0.614
   -72.75    44.75    1905   0.259   0.213   0.000   0.000   0.017   0.074   0.000   0.000   0.000   0.000   0.044   0.000   0.608
   -72.75    44.75    1906   0.262   0.215   0.000   0.000   0.020   0.080   0.000   0.000   0.000   0.000   0.029   0.000   0.605
   -72.75    44.75    1907   0.260   0.214   0.000   0.000   0.019   0.075   0.000   0.000   0.000   0.000   0.019   0.000   0.586
   -72.75    44.75    1908   0.197   0.159   0.000   0.000   0.017   0.064   0.000   0.000   0.000   0.000   0.010   0.000   0.446
   -72.75    44.75    1909   0.255   0.202   0.000   0.000   0.015   0.059   0.000   0.000   0.000   0.000   0.008   0.000   0.539
   -72.75    44.75    1910   0.304   0.241   0.000   0.000   0.021   0.083   0.000   0.000   0.000   0.000   0.006   0.000   0.655
   -72.75    44.75    1911   0.256   0.205   0.000   0.000   0.019   0.070   0.000   0.000   0.000   0.000   0.003   0.000   0.553
   -72.75    44.75    1912   0.289   0.235   0.000   0.000   0.023   0.083   0.000   0.000   0.000   0.000   0.001   0.000   0.631
   -72.75    44.75    1913   0.316   0.257   0.000   0.000   0.025   0.096   0.000   0.000   0.000   0.000   0.001   0.000   0.695
   -72.75    44.75    1914   0.271   0.223   0.000   0.000   0.024   0.086   0.000   0.000   0.000   0.000   0.000   0.000   0.605
   -72.75    44.75    1915   0.268   0.225   0.000   0.000   0.025   0.089   0.000   0.000   0.000   0.000   0.000   0.000   0.606
   -72.75    44.75    1916   0.272   0.230   0.000   0.000   0.025   0.090   0.000   0.000   0.000   0.000  -0.000   0.000   0.616
   -72.75    44.75    1917   0.271   0.229   0.000   0.000   0.023   0.086   0.000   0.000   0.000   0.000  -0.000   0.000   0.608
   -72.75    44.75    1918   0.289   0.247   0.000   0.000   0.033   0.119   0.000   0.000   0.000   0.000   0.000   0.000   0.688
   -72.75    44.75    1919   0.265   0.230   0.000   0.000   0.032   0.111   0.000   0.000   0.000   0.000  -0.000   0.000   0.637
   -72.75    44.75    1920   0.265   0.232   0.000   0.000   0.035   0.120   0.000   0.000   0.000   0.000  -0.000   0.000   0.651
   -72.75    44.75    1921   0.241   0.210   0.000   0.000   0.033   0.111   0.000   0.000   0.000   0.000  -0.000   0.000   0.595
   -72.75    44.75    1922   0.269   0.240   0.000   0.000   0.039   0.137   0.000   0.000   0.000   0.000  -0.000   0.000   0.684
   -72.75    44.75    1923   0.256   0.224   0.000   0.000   0.036   0.120   0.000   0.000   0.000   0.000   0.000   0.000   0.636
   -72.75    44.75    1924   0.263   0.233   0.000   0.000   0.031   0.107   0.000   0.000   0.000   0.000   0.000   0.000   0.634
   -72.75    44.75    1925   0.244   0.218   0.000   0.000   0.031   0.111   0.000   0.000   0.000   0.000  -0.000   0.000   0.604
   -72.75    44.75    1926   0.249   0.222   0.000   0.000   0.035   0.117   0.000   0.000   0.000   0.000  -0.000   0.000   0.624
   -72.75    44.75    1927   0.280   0.252   0.000   0.000   0.038   0.139   0.000   0.000   0.000   0.000  -0.000   0.000   0.709
   -72.75    44.75    1928   0.234   0.213   0.000   0.000   0.038   0.132   0.000   0.000   0.000   0.000  -0.001   0.000   0.616
   -72.75    44.75    1929   0.257   0.233   0.000   0.000   0.043   0.145   0.000   0.000   0.000   0.000  -0.000   0.000   0.679
   -72.75    44.75    1930   0.247   0.224   0.000   0.000   0.046   0.156   0.000   0.000   0.000   0.000  -0.001   0.000   0.672
   -72.75    44.75    1931   0.239   0.226   0.000   0.000   0.051   0.172   0.000   0.000   0.000   0.000  -0.000   0.000   0.688
   -72.75    44.75    1932   0.224   0.209   0.000   0.000   0.047   0.155   0.000   0.000   0.000   0.000  -0.000   0.000   0.635
   -72.75    44.75    1933   0.187   0.174   0.000   0.000   0.039   0.127   0.000   0.000   0.000   0.000  -0.000   0.000   0.527
   -72.75    44.75    1934   0.207   0.187   0.000   0.000   0.038   0.125   0.000   0.000   0.000   0.000  -0.000   0.000   0.557
   -72.75    44.75    1935   0.231   0.213   0.000   0.000   0.047   0.164   0.000   0.000   0.000   0.000  -0.000   0.000   0.654
   -72.75    44.75    1936   0.235   0.214   0.000   0.000   0.047   0.163   0.000   0.000   0.000   0.000  -0.000   0.000   0.659
   -72.75    44.75    1937   0.206   0.197   0.000   0.000   0.053   0.181   0.000   0.000   0.000   0.000  -0.000   0.000   0.636
   -72.75    44.75    1938   0.211   0.199   0.000   0.000   0.053   0.178   0.000   0.000   0.000   0.000   0.000   0.000   0.642
   -72.75    44.75    1939   0.179   0.171   0.000   0.000   0.052   0.163   0.000   0.000   0.000   0.000  -0.000   0.000   0.565
   -72.75    44.75    1940   0.198   0.183   0.000   0.000   0.057   0.172   0.000   0.000   0.000   0.000  -0.000   0.000   0.610
   -72.75    44.75    1941   0.201   0.178   0.000   0.000   0.061   0.191   0.000   0.000   0.000   0.000   0.000   0.000   0.631
   -72.75    44.75    1942   0.216   0.193   0.000   0.000   0.063   0.190   0.000   0.000   0.000   0.000   0.000   0.000   0.662
   -72.75    44.75    1943   0.187   0.172   0.000   0.000   0.060   0.188   0.000   0.000   0.000   0.000  -0.000   0.000   0.606
   -72.75    44.75    1944   0.158   0.148   0.000   0.000   0.063   0.185   0.000   0.000   0.000   0.000  -0.000   0.000   0.554
   -72.75    44.75    1945   0.202   0.180   0.000   0.000   0.074   0.222   0.000   0.000   0.000   0.000  -0.000   0.000   0.678
   -72.75    44.75    1946   0.194   0.173   0.000   0.000   0.067   0.192   0.000   0.000   0.000   0.000  -0.000   0.000   0.627
   -72.75    44.75    1947   0.168   0.152   0.000   0.000   0.079   0.215   0.000   0.000   0.000   0.000  -0.000   0.000   0.614
   -72.75    44.75    1948   0.143   0.123   0.000   0.000   0.049   0.148   0.000   0.000   0.000   0.000  -0.000   0.000   0.462
   -72.75    44.75    1949   0.156   0.131   0.000   0.000   0.058   0.156   0.000   0.000   0.000   0.000  -0.000   0.000   0.501
   -72.75    44.75    1950   0.185   0.154   0.000   0.000   0.068   0.195   0.000   0.000   0.000   0.000  -0.000   0.000   0.602
   -72.75    44.75    1951   0.202   0.166   0.000   0.000   0.074   0.198   0.000   0.000   0.000   0.000   0.000   0.000   0.639
   -72.75    44.75    1952   0.176   0.146   0.000   0.000   0.081   0.205   0.000   0.000   0.000   0.000  -0.000   0.000   0.608
   -72.75    44.75    1953   0.196   0.152   0.000   0.000   0.074   0.203   0.000   0.000   0.000   0.000   0.000   0.000   0.625
   -72.75    44.75    1954   0.185   0.148   0.000   0.000   0.089   0.230   0.000   0.000   0.000   0.000  -0.000   0.000   0.652
   -72.75    44.75    1955   0.150   0.121   0.000   0.000   0.075   0.200   0.000   0.000   0.000   0.000   0.000   0.000   0.547
   -72.75    44.75    1956   0.176   0.137   0.000   0.000   0.072   0.188   0.000   0.000   0.000   0.000   0.001   0.000   0.573
   -72.75    44.75    1957   0.172   0.131   0.000   0.000   0.084   0.219   0.000   0.000   0.000   0.000   0.001   0.000   0.606
   -72.75    44.75    1958   0.188   0.140   0.000   0.000   0.087   0.233   0.000   0.000   0.000   0.000   0.002   0.000   0.650
   -72.75    44.75    1959   0.145   0.108   0.000   0.000   0.078   0.191   0.000   0.000   0.000   0.000   0.000   0.000   0.522
   -72.75    44.75    1960   0.124   0.086   0.000   0.000   0.059   0.154   0.000   0.000   0.000   0.000   0.000   0.000   0.424
   -72.75    44.75    1961   0.158   0.112   0.000   0.000   0.094   0.212   0.000   0.000   0.000   0.000   0.000   0.000   0.575
   -72.75    44.75    1962   0.177   0.122   0.000   0.000   0.100   0.238   0.000   0.000   0.000   0.000   0.001   0.000   0.638
   -72.75    44.75    1963   0.177   0.120   0.000   0.000   0.092   0.224   0.000   0.000   0.000   0.000   0.000   0.000   0.613
   -72.75    44.75    1964   0.168   0.109   0.000   0.000   0.095   0.218   0.000   0.000   0.000   0.000  -0.000   0.000   0.591
   -72.75    44.75    1965   0.155   0.101   0.000   0.000   0.082   0.190   0.000   0.000   0.000   0.000   0.000   0.000   0.528
   -72.75    44.75    1966   0.176   0.111   0.000   0.000   0.093   0.223   0.000   0.000   0.000   0.000  -0.000   0.000   0.603
   -72.75    44.75    1967   0.152   0.097   0.000   0.000   0.101   0.228   0.000   0.000   0.000   0.000   0.000   0.000   0.578
   -72.75    44.75    1968   0.177   0.109   0.000   0.000   0.123   0.265   0.000   0.000   0.000   0.000   0.000   0.000   0.674
   -72.75    44.75    1969   0.156   0.090   0.000   0.000   0.111   0.233   0.000   0.000   0.000   0.000  -0.000   0.000   0.590
   -72.75    44.75    1970   0.158   0.088   0.000   0.000   0.096   0.211   0.000   0.000   0.000   0.000   0.000   0.000   0.553
   -72.75    44.75    1971   0.157   0.089   0.000   0.000   0.106   0.219   0.000   0.000   0.000   0.000   0.001   0.000   0.571
   -72.75    44.75    1972   0.157   0.086   0.000   0.000   0.108   0.216   0.000   0.000   0.000   0.000   0.000   0.000   0.567
   -72.75    44.75    1973   0.160   0.086   0.000   0.000   0.125   0.246   0.000   0.000   0.000   0.000   0.000   0.000   0.617
   -72.75    44.75    1974   0.156   0.084   0.000   0.000   0.110   0.219   0.000   0.000   0.000   0.000   0.000   0.000   0.569
   -72.75    44.75    1975   0.127   0.066   0.000   0.000   0.101   0.207   0.000   0.000   0.000   0.000   0.000   0.000   0.501
   -72.75    44.75    1976   0.154   0.062   0.000   0.000   0.064   0.212   0.000   0.000   0.000   0.000   0.000   0.000   0.491
   -72.75    44.75    1977   0.156   0.061   0.000   0.000   0.052   0.191   0.000   0.000   0.000   0.000   0.000   0.000   0.460
   -72.75    44.75    1978   0.154   0.069   0.000   0.000   0.058   0.188   0.000   0.000   0.000   0.000   0.081   0.000   0.550
   -72.75    44.75    1979   0.144   0.061   0.000   0.000   0.051   0.182   0.000   0.000   0.000   0.000   0.098   0.000   0.536
   -72.75    44.75    1980   0.152   0.065   0.000   0.000   0.058   0.191   0.000   0.000   0.000   0.000   0.081   0.000   0.547
   -72.75    44.75    1981   0.163   0.067   0.000   0.000   0.073   0.227   0.000   0.000   0.000   0.000   0.096   0.000   0.626
   -72.75    44.75    1982   0.158   0.066   0.000   0.000   0.060   0.181   0.000   0.000   0.000   0.000   0.063   0.000   0.527
   -72.75    44.75    1983   0.144   0.060   0.000   0.000   0.052   0.165   0.000   0.000   0.000   0.000   0.066   0.000   0.487
   -72.75    44.75    1984   0.162   0.068   0.000   0.000   0.070   0.211   0.000   0.000   0.000   0.000   0.086   0.000   0.597
   -72.75    44.75    1985   0.165   0.069   0.000   0.000   0.064   0.189   0.000   0.000   0.000   0.000   0.063   0.000   0.550
   -72.75    44.75    1986   0.183   0.074   0.000   0.000   0.071   0.218   0.000   0.000   0.000   0.000   0.083   0.000   0.630
   -72.75    44.75    1987   0.174   0.074   0.000   0.000   0.072   0.219   0.000   0.000   0.000   0.000   0.071   0.000   0.611
   -72.75    44.75    1988   0.094   0.049   0.000   0.000   0.030   0.163   0.000   0.000   0.000   0.000   0.063   0.000   0.399
   -72.75    44.75    1989   0.096   0.049   0.000   0.000   0.035   0.184   0.000   0.000   0.000   0.000   0.059   0.000   0.423
   -72.75    44.75    1990   0.108   0.061   0.000   0.000   0.041   0.204   0.000   0.000   0.000   0.000   0.138   0.000   0.553
   -72.75    44.75    1991   0.101   0.057   0.000   0.000   0.037   0.186   0.000   0.000   0.000   0.000   0.137   0.000   0.517
   -72.75    44.75    1992   0.109   0.057   0.000   0.000   0.036   0.173   0.000   0.000   0.000   0.000   0.123   0.000   0.498
   -72.75    44.75    1993   0.033   0.035   0.000   0.000   0.034   0.193   0.000   0.000   0.000   0.000   0.117   0.000   0.414
   -72.75    44.75    1994   0.036   0.039   0.000   0.000   0.039   0.214   0.000   0.000   0.000   0.000   0.110   0.000   0.438
   -72.75    44.75    1995   0.039   0.047   0.000   0.000   0.038   0.194   0.000   0.000   0.000   0.000   0.160   0.000   0.478
   -72.75    44.75    1996   0.047   0.054   0.000   0.000   0.043   0.209   0.000   0.000   0.000   0.000   0.182   0.000   0.536
   -72.75    44.75    1997   0.050   0.057   0.000   0.000   0.043   0.196   0.000   0.000   0.000   0.000   0.158   0.000   0.503
   -72.75    44.75    1998   0.057   0.067   0.000   0.000   0.057   0.250   0.000   0.000   0.000   0.000   0.154   0.000   0.584
   -72.75    44.75    1999   0.016   0.020   0.000   0.000   0.028   0.151   0.000   0.000   0.000   0.000   0.116   0.000   0.331
